name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,53,294241322,,yes,,,,"POLYGON ((-111.9248887 33.4194505, -111.9249448 33.4194981, -111.9250452 33.4194157, -111.9249891 33.4193681, -111.9248887 33.4194505))","POINT (-111.92496695000001 33.4194331)",,
Juniper Hall,54,338921486,,dormitory,,,,"POLYGON ((-111.9267102 33.4159864, -111.926554 33.415989, -111.9265519 33.415709, -111.9265316 33.4157056, -111.9265345 33.4153497, -111.926564 33.4153495, -111.9265647 33.4152983, -111.926576 33.4152984, -111.9266358 33.4152979, -111.9266253 33.4152719, -111.9267038 33.4152421, -111.9267371 33.4153091, -111.9266731 33.4153341, -111.9266732 33.4153527, -111.9266939 33.4153534, -111.9266883 33.4156855, -111.9267069 33.4156851, -111.9267102 33.4159864))","POINT (-111.92662343258564 33.415632102598)",,
McCord Hall,55,339043001,,university,,,,"POLYGON ((-111.9336183 33.4169509, -111.9336163 33.4168067, -111.9335269 33.4168067, -111.9333947 33.4168305, -111.9332545 33.4168814, -111.9331447 33.416956, -111.9330797 33.4170222, -111.9330573 33.4169289, -111.9330532 33.4168186, -111.9330939 33.4167015, -111.933163 33.4165946, -111.9332626 33.4165013, -111.9333521 33.4164504, -111.9333012 33.4162824, -111.9332698 33.4162981, -111.9331488 33.4163588, -111.9330512 33.4164385, -111.932974 33.4165234, -111.9329089 33.4166285, -111.932852 33.4167575, -111.9328418 33.4169034, -111.9328622 33.4170256, -111.9328964 33.4171119, -111.9329679 33.4172309, -111.9336183 33.4169509))","POINT (-111.93314897034656 33.41682015655091)",,
,56,386276931,,roof,,,,"POLYGON ((-111.9201405 33.4224862, -111.9201402 33.4223788, -111.9206618 33.4223779, -111.9206621 33.4224853, -111.9201405 33.4224862))","POINT (-111.92040114999999 33.42243205)",,
,57,386277043,,roof,,,,"POLYGON ((-111.9201716 33.4229148, -111.9198345 33.4229148, -111.9198345 33.4230204, -111.9201193 33.4230204, -111.9201193 33.4229678, -111.9201716 33.4229678, -111.9201716 33.4229148))","POINT (-111.91999112373043 33.42296538057483)",,
,58,544161311,,,parking,,,"POLYGON ((-111.9397399 33.4188065, -111.939534 33.4188072, -111.9395329 33.4185584, -111.9397387 33.4185577, -111.9397399 33.4188065))","POINT (-111.93963637507 33.41868246007183)",,
,59,544161315,,,parking,,,"POLYGON ((-111.9395501 33.4183695, -111.9393943 33.418371, -111.9393949 33.4184104, -111.9393951 33.4184285, -111.9395508 33.418427, -111.9395501 33.4183695))","POINT (-111.93947258768843 33.41839899621001)",,
,60,544161317,,,parking,,,"POLYGON ((-111.9334152 33.4211002, -111.9334155 33.4209168, -111.9333415 33.4209168, -111.9333433 33.4207832, -111.9328577 33.4207847, -111.9328575 33.4208379, -111.9328015 33.4208399, -111.9328022 33.4208941, -111.9328513 33.4208981, -111.9328555 33.4209479, -111.9330525 33.4209483, -111.9330534 33.421045, -111.9332279 33.4210422, -111.9332293 33.4209941, -111.933311 33.4209939, -111.9333125 33.4211009, -111.9334152 33.4211002))","POINT (-111.93314307577693 33.42090910160476)",,
,61,544655919,,roof,,,,"POLYGON ((-111.9299225 33.4245567, -111.9294353 33.4245614, -111.9294346 33.4244559, -111.9299205 33.4244518, -111.9299225 33.4245567))","POINT (-111.92967799860969 33.424506475609455)",,
,62,544655921,,roof,,,,"POLYGON ((-111.9300172 33.4249155, -111.9294431 33.4249204, -111.929442 33.4248402, -111.9300155 33.424837, -111.9300172 33.4249155))","POINT (-111.92972842837968 33.42487828947088)",,
,63,544655923,,roof,,,,"POLYGON ((-111.9298301 33.4252459, -111.9294498 33.4252479, -111.929449 33.425143, -111.9298293 33.4251409, -111.9298301 33.4252459))","POINT (-111.92963958019556 33.42519442481971)",,
,64,544661901,,,,track,,"POLYGON ((-111.9325947 33.4172898, -111.9325645 33.4173156, -111.9325505 33.4173208, -111.9324195 33.4173194, -111.9322102 33.4173008, -111.9320281 33.4172968, -111.9319875 33.4172963, -111.9317964 33.4173124, -111.9316537 33.4173211, -111.9315068 33.4173245, -111.9313768 33.4173307, -111.9312957 33.4173287, -111.9311245 33.417317, -111.931015 33.4173109, -111.930893 33.4173101, -111.9308267 33.4173115, -111.9307254 33.4173197, -111.9304994 33.417338, -111.9304505 33.4173398, -111.9303643 33.4173417, -111.9303124 33.4173361, -111.9302928 33.4173299, -111.9302595 33.4173038, -111.9302527 33.4172909, -111.9302304 33.4161751, -111.9302368 33.4160293, -111.9302408 33.416019, -111.9302755 33.4159902, -111.9302915 33.4159867, -111.9303717 33.4159842, -111.9304844 33.4159906, -111.9305502 33.4159995, -111.930587 33.4160029, -111.9306261 33.4160017, -111.9306735 33.4159962, -111.930743 33.4159823, -111.9307658 33.4159782, -111.9309119 33.4159749, -111.9309471 33.4159803, -111.9310867 33.4160013, -111.9311614 33.416007, -111.9312373 33.4160085, -111.9313109 33.4160079, -111.931412 33.4160014, -111.9314409 33.4160043, -111.9314576 33.4160085, -111.9314825 33.4160148, -111.9315667 33.4160277, -111.9321384 33.4160297, -111.9321955 33.4160351, -111.9322913 33.4160568, -111.9323526 33.4160788, -111.9324273 33.4161105, -111.9325617 33.4161922, -111.9325866 33.4162146, -111.9325956 33.4162288, -111.9326094 33.4162553, -111.9326137 33.4162774, -111.9326129 33.4162965, -111.9326046 33.4163458, -111.9325853 33.4164333, -111.9325745 33.4165016, -111.9325673 33.4166153, -111.9325672 33.4167231, -111.9325814 33.416866, -111.9325998 33.4169668, -111.9326175 33.4170378, -111.9326219 33.4170674, -111.9326202 33.417256, -111.932613 33.4172689, -111.9325947 33.4172898))","POINT (-111.93139415206372 33.41666977179774)",,
Standing Stones,65,544818738,,,,park,,"POLYGON ((-111.9289757 33.4244425, -111.9290124 33.4244492, -111.9290321 33.4245077, -111.9291104 33.4247335, -111.9289236 33.4247619, -111.9286914 33.4247779, -111.9283671 33.4247799, -111.9283562 33.4245533, -111.928487 33.4245402, -111.9287071 33.424503, -111.9289757 33.4244425))","POINT (-111.92873165189913 33.42463554816823)",,
,66,552261823,,,,garden,,"POLYGON ((-111.9323919 33.4224892, -111.9324254 33.4225152, -111.9324496 33.4225537, -111.9324715 33.4226008, -111.932483 33.4226528, -111.932415 33.4226537, -111.9324104 33.4226971, -111.9323885 33.4227413, -111.9323573 33.422776, -111.9323181 33.4228039, -111.9322824 33.4228231, -111.9325466 33.4228203, -111.9325222 33.4227789, -111.9325061 33.4227355, -111.9324934 33.4226711, -111.9324934 33.4226345, -111.9324911 33.4225835, -111.9325038 33.4225517, -111.9325257 33.4225055, -111.9325291 33.422494, -111.9325164 33.4224901, -111.9323919 33.4224892))","POINT (-111.93244840553932 33.422697738908546)",,
,67,552261829,,,,park,,"POLYGON ((-111.931632 33.4224855, -111.9315778 33.4224568, -111.9315722 33.4221716, -111.9315782 33.4221438, -111.9321007 33.4221376, -111.9320735 33.4221735, -111.9320549 33.4222022, -111.9320398 33.4222202, -111.9320362 33.4222381, -111.9320284 33.422268, -111.9320104 33.4222878, -111.9319746 33.4223033, -111.931913 33.4223153, -111.9318972 33.4223207, -111.93187 33.4223416, -111.9318327 33.4223536, -111.931799 33.422353, -111.9317546 33.4223392, -111.9317123 33.4223356, -111.9316829 33.4223422, -111.9316636 33.4223607, -111.9316578 33.4223781, -111.9316597 33.4224221, -111.931632 33.4224855))","POINT (-111.93178351757675 33.42225201671713)",,
,68,552263217,,,,park,,"POLYGON ((-111.9311356 33.4224379, -111.9314398 33.4225828, -111.93146 33.4225821, -111.9314809 33.4225765, -111.9315005 33.4225591, -111.9315034 33.4225417, -111.9315036 33.4222686, -111.9314943 33.4222466, -111.9314742 33.422235, -111.9314355 33.422235, -111.9313906 33.4222479, -111.9313376 33.4222711, -111.9312561 33.4223233, -111.9311356 33.4224379))","POINT (-111.93136968858323 33.422407495368084)",,
,69,552263223,,,,garden,,"POLYGON ((-111.9307282 33.4223506, -111.9302908 33.422441, -111.9302902 33.4224162, -111.9303326 33.4222327, -111.9302987 33.4222317, -111.9302647 33.4222257, -111.9302386 33.4222164, -111.9302149 33.4222061, -111.9301867 33.4222117, -111.9301563 33.4222129, -111.9301211 33.4222121, -111.9300965 33.422203, -111.9300535 33.4222232, -111.930008 33.4222333, -111.9299772 33.4222315, -111.92996 33.4222497, -111.929932 33.4222658, -111.9298978 33.4222785, -111.9298439 33.4222858, -111.9298257 33.4222848, -111.9297857 33.4222793, -111.9298063 33.4222484, -111.9297008 33.42219, -111.9296447 33.4221618, -111.9307282 33.4221497, -111.9307282 33.4223506))","POINT (-111.93033804218969 33.42225188540981)",,
,70,552416303,,roof,,,,"POLYGON ((-111.9362571 33.4207961, -111.935923 33.4207998, -111.9358612 33.4208005, -111.9358598 33.4207216, -111.9358542 33.4203519, -111.9362501 33.4203476, -111.9362571 33.4207961))","POINT (-111.93605560121503 33.42057403272758)",,
,71,552636698,,,bicycle_parking,,,"POLYGON ((-111.930937 33.421797, -111.9308207 33.4217973, -111.9308192 33.4215749, -111.9309676 33.4215748, -111.9309722 33.42175, -111.9309397 33.4217504, -111.930937 33.421797))","POINT (-111.93089217182968 33.42168208346582)",,
,72,553577580,,,bicycle_parking,,,"POLYGON ((-111.937191 33.4186853, -111.9371911 33.4185447, -111.9371373 33.4185446, -111.9371372 33.4186853, -111.937191 33.4186853))","POINT (-111.93716414681242 33.418614974981544)",,
,73,553577591,,,bicycle_parking,,,"POLYGON ((-111.931839 33.4218166, -111.9318376 33.4217778, -111.9317707 33.4217778, -111.9317708 33.4218172, -111.931839 33.4218166))","POINT (-111.93180444067076 33.4217974136363)",,
Murdock Lecture Hall,74,554566585,,university,,,,"POLYGON ((-111.9333536 33.4188023, -111.9333521 33.4187024, -111.9333145 33.4187022, -111.9333127 33.4186746, -111.9332813 33.418673, -111.9332803 33.4186077, -111.9333113 33.4186056, -111.9333109 33.4185736, -111.9333518 33.4185716, -111.9333487 33.4184698, -111.9331931 33.4184719, -111.9331943 33.4185153, -111.9329902 33.4185171, -111.9329896 33.4185457, -111.9329726 33.4185463, -111.9329725 33.4187345, -111.9329892 33.4187359, -111.9329889 33.4187666, -111.9331939 33.4187662, -111.9331942 33.4188052, -111.9333536 33.4188023))","POINT (-111.93316690128289 33.41863978625434)",,
,75,583755812,,,bicycle_parking,,,"POLYGON ((-111.9301531 33.4187129, -111.9301553 33.4185424, -111.9301308 33.4185416, -111.9301313 33.418728, -111.9301531 33.4187129))","POINT (-111.93014245233404 33.41862949528345)",,
,76,583755814,,,,garden,,"POLYGON ((-111.9297821 33.4185839, -111.9295679 33.4185853, -111.9295676 33.4185608, -111.929451 33.4185614, -111.9294516 33.4185874, -111.9292412 33.4185857, -111.9292385 33.4185339, -111.9292141 33.4185004, -111.9292142 33.4184908, -111.9298017 33.4184887, -111.9298007 33.4185057, -111.9297807 33.4185345, -111.9297821 33.4185839))","POINT (-111.92950971852862 33.418534804006)",,
Tooker House B,77,590166118,,dormitory,,,,"POLYGON ((-111.9337297 33.4230623, -111.9337287 33.4229853, -111.9336397 33.4229864, -111.9336387 33.4229042, -111.9331357 33.4229106, -111.9331357 33.4229256, -111.9330167 33.4229271, -111.9327795 33.4231261, -111.9327621 33.4231407, -111.9326506 33.4232346, -111.9325937 33.423283, -111.9325672 33.4232833, -111.9320027 33.4232898, -111.9320023 33.4233136, -111.9320037 33.4233764, -111.9319559 33.4233769, -111.931956 33.4234129, -111.9319579 33.4234692, -111.9326561 33.4234595, -111.9327127 33.4234147, -111.932854 33.4232947, -111.9328689 33.4232996, -111.932901 33.4232746, -111.9329214 33.4232588, -111.9329424 33.4232368, -111.9329326 33.4232264, -111.9330918 33.4230893, -111.9336397 33.4230816, -111.9336387 33.4230634, -111.9337297 33.4230623))","POINT (-111.93282835969453 33.42319269982805)",,
Combined Heat & Power Facility,78,591451205,,yes,,,,"POLYGON ((-111.928805 33.4171783, -111.9287658 33.4171784, -111.9280468 33.4171793, -111.928046 33.4167639, -111.9287613 33.4167628, -111.9288042 33.4167627, -111.928805 33.4171783))","POINT (-111.92842553270697 33.416971070036766)",,
SAF Building,79,675557448,,yes,,,,"POLYGON ((-111.9325262 33.4279292, -111.9317577 33.4277672, -111.931839 33.427497, -111.9319296 33.4273819, -111.9318914 33.4273622, -111.9318441 33.4273374, -111.9318905 33.4272769, -111.931939 33.4272138, -111.932689 33.4273666, -111.9326942 33.4274353, -111.9326996 33.4275142, -111.9326053 33.4275219, -111.932618 33.4276637, -111.9325262 33.4279292))","POINT (-111.93223031918593 33.427569178921296)",,
Tempe Transportation Center,80,721923976,,,bus_station,,,"POLYGON ((-111.9350765 33.4253967, -111.9349998 33.4255772, -111.935029 33.425661, -111.9351494 33.4257515, -111.935232 33.4258067, -111.9351577 33.4259127, -111.9352368 33.4259498, -111.935318 33.4259844, -111.9364017 33.4263694, -111.9363948 33.4263846, -111.9366195 33.4264648, -111.936723 33.4262308, -111.9369885 33.4256984, -111.9369684 33.4256354, -111.9368101 33.4256271, -111.9367937 33.425403, -111.9365815 33.4253801, -111.9365455 33.4254018, -111.9354082 33.4254065, -111.9352115 33.4254071, -111.9350765 33.4253967))","POINT (-111.93606533495505 33.42580643963316)",,
,81,909501735,,no,,,,"POLYGON ((-111.9280498 33.4164166, -111.9279632 33.416417, -111.927861 33.4164175, -111.9278588 33.4163603, -111.927489 33.416365, -111.927489 33.4162121, -111.9281442 33.4162121, -111.9281476 33.416305, -111.9280476 33.4163068, -111.9280498 33.4164166))","POINT (-111.92781556209565 33.41629507400734)",,
,82,909767571,,roof,,,,"POLYGON ((-111.9337169 33.4144385, -111.9337151 33.414351, -111.9329891 33.4143615, -111.9329909 33.4144489, -111.9337169 33.4144385))","POINT (-111.93335306916148 33.41439997398383)",,
Greek Leadership Village Community Center,83,909817872,,yes,,,,"POLYGON ((-111.9261182 33.4193312, -111.9261092 33.4198051, -111.926011 33.4197197, -111.9259951 33.4197322, -111.9259197 33.41967, -111.9259385 33.4196518, -111.9257321 33.4194629, -111.9257162 33.4194737, -111.9256785 33.4194389, -111.9258274 33.4193238, -111.9261182 33.4193312))","POINT (-111.92595893131589 33.419503758264625)",,
777 Tower at Novus,84,910307714,,yes,,,,"POLYGON ((-111.927015 33.4227661, -111.9266562 33.4227288, -111.9266581 33.423221, -111.927375 33.4232188, -111.9273774 33.4231981, -111.9274209 33.4231989, -111.9274209 33.4229687, -111.9270216 33.4229202, -111.927015 33.4227661))","POINT (-111.92698271523004 33.42302158567974)",,
Zero Waste Office,85,942159627,,yes,,,,"POLYGON ((-111.923903 33.4117868, -111.9237843 33.4117876, -111.9237826 33.4116232, -111.9239014 33.4116224, -111.923903 33.4117868))","POINT (-111.92384282484366 33.41170498846421)",,
Lumber & Stores Storage,86,942159629,,yes,,,,"POLYGON ((-111.9249375 33.4108141, -111.924775 33.4108123, -111.9247749 33.4107404, -111.9249373 33.4107396, -111.9249375 33.4108141))","POINT (-111.92485665579353 33.41077660503476)",,
Greek Leadership Village D,87,942159632,,residential,,,,"POLYGON ((-111.9257731 33.4183395, -111.9255375 33.4185232, -111.925555 33.4185395, -111.9253188 33.4187281, -111.9252018 33.4186233, -111.9254317 33.4184396, -111.9254113 33.4184207, -111.9254489 33.4183909, -111.925457 33.4183956, -111.9256576 33.4182378, -111.9257731 33.4183395))","POINT (-111.92548566017118 33.418482599377974)",,
Greek Leadership Village A,88,942207801,,residential,,,,"POLYGON ((-111.9258054 33.419289, -111.9256818 33.419388, -111.9254563 33.4191886, -111.9254764 33.4191754, -111.9252367 33.4189586, -111.9252125 33.4189775, -111.9249392 33.4187356, -111.9249593 33.4187161, -111.9247246 33.4185042, -111.9247079 33.4185175, -111.92451 33.4183439, -111.9246286 33.4182463, -111.924693 33.4183012, -111.9246983 33.4182978, -111.9247442 33.4183379, -111.9247404 33.4183414, -111.9248273 33.4184198, -111.9248461 33.4184055, -111.9250581 33.4185923, -111.9250632 33.4185902, -111.9250936 33.4186163, -111.9250652 33.4186421, -111.9253333 33.4188815, -111.92536 33.4188613, -111.9255732 33.4190509, -111.9255778 33.4190467, -111.9256096 33.4190757, -111.9255849 33.4190941, -111.9257996 33.4192843, -111.9258054 33.419289))","POINT (-111.92516456178036 33.41881223441739)",,
,89,977418834,,,,pitch,,"POLYGON ((-111.9274896 33.425381, -111.9273729 33.4253813, -111.9273721 33.425167, -111.9274888 33.4251666, -111.9274896 33.425381))","POINT (-111.92743085453671 33.42527397492927)",,
,90,977418835,,,,pitch,,"POLYGON ((-111.9270964 33.425382, -111.9269796 33.4253823, -111.9269788 33.425168, -111.9270955 33.4251677, -111.9270964 33.425382))","POINT (-111.92703757507235 33.42527501529604)",,
,91,1078715156,,yes,,,,"POLYGON ((-111.9287899 33.4213122, -111.9287929 33.4217959, -111.928595 33.4217968, -111.928592 33.4213131, -111.9287899 33.4213122))","POINT (-111.92869245 33.4215545)",,
,92,1088946919,,,parking,,,"POLYGON ((-111.9386754 33.4204254, -111.9382546 33.4204279, -111.9382503 33.42001, -111.9386819 33.4200064, -111.9386754 33.4204254))","POINT (-111.93846563912838 33.42021654096431)",,
,93,1089790521,,,parking,,,"POLYGON ((-111.9277398 33.4148681, -111.9277395 33.4148472, -111.927658 33.4148472, -111.927658 33.4148692, -111.9277398 33.4148681))","POINT (-111.9276984767729 33.414857934081745)",,
,94,1089790524,,,parking,,,"POLYGON ((-111.9280997 33.4148637, -111.9280994 33.4148427, -111.9280342 33.4148432, -111.9280345 33.4148642, -111.9280997 33.4148637))","POINT (-111.92806695 33.41485345)",,
,95,1089790527,,,parking,,,"POLYGON ((-111.9283448 33.4148628, -111.9283446 33.4148417, -111.9282794 33.4148423, -111.9282796 33.4148633, -111.9283448 33.4148628))","POINT (-111.92831212580926 33.414852524756725)",,
,96,1089790530,,,parking,,,"POLYGON ((-111.928704 33.4148588, -111.9287037 33.4148378, -111.9286385 33.4148383, -111.9286388 33.4148594, -111.928704 33.4148588))","POINT (-111.92867122419209 33.41484857525605)",,
,97,1089790531,,,parking,,,"POLYGON ((-111.9287866 33.4148584, -111.9287864 33.4148373, -111.9287212 33.4148379, -111.9287214 33.4148589, -111.9287866 33.4148584))","POINT (-111.92875392580925 33.41484812475672)",,
,98,1089790532,,,parking,,,"POLYGON ((-111.9288682 33.4148565, -111.9288679 33.4148355, -111.9288027 33.414836, -111.928803 33.414857, -111.9288682 33.4148565))","POINT (-111.92883545000001 33.41484625)",,
,99,1089790533,,,parking,,,"POLYGON ((-111.9289503 33.414856, -111.92895 33.414835, -111.9288848 33.4148355, -111.9288851 33.4148565, -111.9289503 33.414856))","POINT (-111.92891755 33.41484574999999)",,
,100,1089790534,,,parking,,,"POLYGON ((-111.9292967 33.4148532, -111.9292965 33.4148322, -111.9292313 33.4148327, -111.9292315 33.4148537, -111.9292967 33.4148532))","POINT (-111.92926399999999 33.41484295)",,
,101,1089790536,,,parking,,,"POLYGON ((-111.929575 33.4148507, -111.9295748 33.4148297, -111.9295096 33.4148302, -111.9295098 33.4148512, -111.929575 33.4148507))","POINT (-111.92954230000001 33.41484045000001)",,
,102,1089790537,,,parking,,,"POLYGON ((-111.9296571 33.4148491, -111.9296568 33.4148281, -111.9295916 33.4148287, -111.9295919 33.4148497, -111.9296571 33.4148491))","POINT (-111.92962435000001 33.41483890000001)",,
,103,1089790539,,,parking,,,"POLYGON ((-111.9298218 33.4148486, -111.9298215 33.4148276, -111.9297563 33.4148281, -111.9297566 33.4148492, -111.9298218 33.4148486))","POINT (-111.92978902419209 33.41483837525605)",,
,104,1123219936,,yes,,,,"POLYGON ((-111.9388356 33.4214085, -111.9387018 33.4213966, -111.9387145 33.4212995, -111.9387145 33.421257, -111.9385791 33.4212596, -111.9385839 33.421475, -111.9386524 33.4215202, -111.9387735 33.4215361, -111.9389503 33.4215813, -111.9389518 33.4217927, -111.9386492 33.4217342, -111.9382956 33.4217249, -111.9382925 33.4216, -111.9382638 33.4215308, -111.9383227 33.4215308, -111.9383004 33.4208954, -111.9385983 33.420902, -111.9385751 33.42109, -111.9387125 33.4210902, -111.9387129 33.4207279, -111.9389184 33.4207266, -111.9389136 33.4210908, -111.9388754 33.4210935, -111.938877 33.4212636, -111.9388356 33.4214085))","POINT (-111.93860816363333 33.42129372226735)",,
