name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,141,552261822,,,bicycle_parking,,,"POLYGON ((-111.9324523 33.4224549, -111.9324575 33.4224164, -111.932453 33.4223725, -111.932436 33.4223169, -111.9324217 33.4222853, -111.9323352 33.4223039, -111.9323426 33.422328, -111.9323538 33.4223311, -111.9323626 33.4224545, -111.9324523 33.4224549))","POINT (-111.93240175751117 33.422374651781354)",,
,142,552261827,,,bicycle_parking,,,"POLYGON ((-111.9331625 33.4224536, -111.933164 33.4224061, -111.9331716 33.4223378, -111.9331946 33.4222771, -111.9332484 33.4222992, -111.9332287 33.4224528, -111.9331625 33.4224536))","POINT (-111.93320412583715 33.42237129317309)",,
,143,552263212,,,bicycle_parking,,,"POLYGON ((-111.9310409 33.4224655, -111.9308039 33.4223558, -111.9308071 33.4226887, -111.9308824 33.4226892, -111.9309072 33.4226813, -111.9310409 33.4224655))","POINT (-111.93089096880043 33.422526864405526)",,
,144,552414870,,,,pitch,,"POLYGON ((-111.9362701 33.4198171, -111.9361069 33.4198191, -111.9361036 33.4196095, -111.9362665 33.4196078, -111.9362701 33.4198171))","POINT (-111.93618675630032 33.419713407855525)",,
,145,552416302,,,parking,,,"POLYGON ((-111.9362571 33.4207961, -111.935923 33.4207998, -111.9358612 33.4208005, -111.9358598 33.4207216, -111.9358542 33.4203519, -111.9362501 33.4203476, -111.9362571 33.4207961))","POINT (-111.93605560121503 33.42057403272758)",,
,146,552419479,,,,park,,"POLYGON ((-111.9373387 33.4160905, -111.937316 33.4161166, -111.9372748 33.4161275, -111.9371848 33.416142, -111.9371512 33.4161453, -111.9371484 33.4161347, -111.937109 33.4161247, -111.9371089 33.416114, -111.9371359 33.4161011, -111.9373408 33.4160727, -111.9373387 33.4160905))","POINT (-111.93722750037507 33.41610998315122)",,
,147,552634944,,,fountain,,,"POLYGON ((-111.9338012 33.4171319, -111.9337905 33.4171288, -111.9337816 33.4171231, -111.9337752 33.4171153, -111.933772 33.4171063, -111.9337724 33.4170969, -111.9337767 33.4170873, -111.9337847 33.4170796, -111.9337954 33.4170745, -111.9338075 33.4170728, -111.9338196 33.4170745, -111.9338302 33.4170796, -111.9338382 33.4170875, -111.9338425 33.4170971, -111.9338426 33.4171073, -111.9338391 33.4171162, -111.9338324 33.4171238, -111.9338232 33.4171293, -111.9338124 33.417132, -111.9338012 33.4171319))","POINT (-111.93380740428434 33.417102573971334)",,
,148,553577578,,,,garden,,"POLYGON ((-111.9371333 33.4184311, -111.9369156 33.4184342, -111.9369161 33.4184875, -111.9368635 33.41853, -111.9367958 33.4185297, -111.9367911 33.4185481, -111.93678 33.4185478, -111.9367543 33.4187088, -111.9371004 33.4187084, -111.9371335 33.4186959, -111.9371333 33.4184311))","POINT (-111.9369682413796 33.41858526896647)",,
,149,554566584,,university,,,,"POLYGON ((-111.934058 33.4185001, -111.9340557 33.4188303, -111.9334209 33.4188342, -111.9334174 33.4184312, -111.9338651 33.4184281, -111.9338642 33.418501, -111.934058 33.4185001))","POINT (-111.93372518788193 33.418639964147914)",,
Neil G. Giuliano Park,150,561597596,,,,park,,"POLYGON ((-111.9094218 33.4332464, -111.9094042 33.4329955, -111.9098391 33.4330133, -111.910191 33.4329924, -111.9106754 33.4329396, -111.9135373 33.4327476, -111.9147645 33.4324517, -111.9158611 33.4321873, -111.917052 33.4318426, -111.917744 33.431583, -111.919112 33.4310771, -111.9199299 33.4307979, -111.9200922 33.4307347, -111.9203404 33.4306563, -111.921001 33.4304888, -111.9213864 33.430383, -111.9214877 33.4303073, -111.921648 33.4302676, -111.9218117 33.430281, -111.9219905 33.4302544, -111.922027 33.4302398, -111.9236249 33.4299634, -111.9251269 33.4298776, -111.9258866 33.4297159, -111.9259419 33.4296846, -111.9259708 33.4296093, -111.9259647 33.4293835, -111.9259887 33.4290104, -111.926059 33.4289985, -111.9261188 33.4290737, -111.9261262 33.4301525, -111.9253049 33.4301608, -111.9244551 33.4302037, -111.9236855 33.4302704, -111.9235453 33.4302825, -111.9226441 33.4304115, -111.921803 33.4305905, -111.920856 33.4308672, -111.9208502 33.4308269, -111.9201722 33.431006, -111.9193654 33.4312853, -111.9183526 33.4316793, -111.9176573 33.4319658, -111.9170136 33.432195, -111.9165501 33.432324, -111.9159236 33.4324744, -111.9148669 33.4326898, -111.9140661 33.4328662, -111.9136688 33.4329599, -111.9125806 33.4330319, -111.9119502 33.433068, -111.9114924 33.4330896, -111.9105602 33.4331296, -111.9102295 33.4331835, -111.9097216 33.4332376, -111.9095612 33.4332493, -111.9094218 33.4332464))","POINT (-111.91862859544273 33.43141901516165)",,
,151,909767573,,roof,,,,"POLYGON ((-111.933716 33.4142849, -111.932991 33.414291, -111.93299 33.4142046, -111.933715 33.4141984, -111.933716 33.4142849))","POINT (-111.93335306987926 33.414244724395736)",,
The Piedmont,152,910307715,,apartments,,,,"POLYGON ((-111.9276861 33.4234816, -111.9284455 33.4234768, -111.9285464 33.4235498, -111.9288498 33.4242372, -111.9281901 33.4243622, -111.927671 33.424368, -111.9276861 33.4234816))","POINT (-111.92817619333502 33.42393234980788)",,
,153,944936778,,yes,,,,"POLYGON ((-111.9249909 33.4103023, -111.924357 33.4103023, -111.9243577 33.4102164, -111.9249891 33.4102139, -111.9249909 33.4103023))","POINT (-111.92467519050815 33.41025875052325)",,
,154,951582376,,,,park,,"POLYGON ((-111.9357115 33.4182361, -111.9356078 33.4182474, -111.9353628 33.4182479, -111.9353551 33.4181865, -111.9353223 33.4181769, -111.9353192 33.4181528, -111.9353369 33.4181304, -111.9354321 33.4180939, -111.9354514 33.4181049, -111.9354769 33.4181118, -111.9355062 33.4181125, -111.935538 33.4181066, -111.9355567 33.4180998, -111.9355636 33.4180894, -111.9357244 33.4182152, -111.9357228 33.4182294, -111.9357115 33.4182361))","POINT (-111.93550855347738 33.41818049995652)",,
,155,951582377,,,,park,,"POLYGON ((-111.9349918 33.417894, -111.9348751 33.4178857, -111.9348704 33.4174836, -111.9349899 33.417588, -111.9349918 33.417894))","POINT (-111.93492914958628 33.41771108465301)",,
,156,951582378,,,,park,,"POLYGON ((-111.9360962 33.416633, -111.9359304 33.4166352, -111.9359288 33.4165702, -111.9359653 33.4165694, -111.9359776 33.4165753, -111.9359948 33.4165799, -111.9360117 33.4165821, -111.9360292 33.4165804, -111.9360468 33.4165759, -111.936065 33.4165664, -111.9360962 33.4165667, -111.9360962 33.416633))","POINT (-111.93601313939841 33.416603526506606)",,
,157,977418833,,,,pitch,,"POLYGON ((-111.9272949 33.42538, -111.9271781 33.4253803, -111.9271773 33.425166, -111.927294 33.4251656, -111.9272949 33.42538))","POINT (-111.92723607961291 33.42527299022529)",,
,158,977418840,,,,pitch,,"POLYGON ((-111.9274896 33.4249697, -111.9273729 33.42497, -111.9273721 33.4247557, -111.9274888 33.4247553, -111.9274896 33.4249697))","POINT (-111.92743085453671 33.42486267492926)",,
,159,986106431,,,,pitch,,"POLYGON ((-111.9314869 33.4171065, -111.9313598 33.417107, -111.9313588 33.4168996, -111.9314858 33.4168992, -111.9314869 33.4171065))","POINT (-111.9314228199813 33.41700308868694)",,
,160,986106433,,,,pitch,,"POLYGON ((-111.9314793 33.4164062, -111.931356 33.4164079, -111.9313519 33.4162005, -111.9314752 33.4161988, -111.9314793 33.4164062))","POINT (-111.93141560000001 33.41630335000001)",,
,161,1019539905,,carport,,,,"POLYGON ((-111.9225641 33.4235939, -111.9226231 33.4235931, -111.9226169 33.4232901, -111.9225579 33.4232909, -111.9225641 33.4235939))","POINT (-111.92259049999998 33.423441999999994)",,
,162,1019539906,,yes,shelter,,,"POLYGON ((-111.9267168 33.422181, -111.9267767 33.422181, -111.926776 33.4221576, -111.9267153 33.4221585, -111.9267168 33.422181))","POINT (-111.92674639440038 33.42216949680797)",,
,163,1089790522,,,parking,,,"POLYGON ((-111.9278213 33.4148666, -111.9278211 33.4148455, -111.9277559 33.4148461, -111.9277561 33.4148671, -111.9278213 33.4148666))","POINT (-111.92778862580926 33.41485632475672)",,
,164,1089790528,,,parking,,,"POLYGON ((-111.9284264 33.4148618, -111.9284261 33.4148408, -111.9283609 33.4148413, -111.9283612 33.4148623, -111.9284264 33.4148618))","POINT (-111.92839364999998 33.414851549999995)",,
,165,1089790529,,,parking,,,"POLYGON ((-111.9286217 33.4148599, -111.9286215 33.4148389, -111.9285563 33.4148394, -111.9285565 33.4148604, -111.9286217 33.4148599))","POINT (-111.928589 33.41484965)",,
,166,1089790535,,,parking,,,"POLYGON ((-111.9294924 33.4148512, -111.9294921 33.4148302, -111.9294269 33.4148307, -111.9294272 33.4148517, -111.9294924 33.4148512))","POINT (-111.92945964999998 33.41484095)",,
,167,1089790538,,,parking,,,"POLYGON ((-111.9297379 33.4148491, -111.9297377 33.4148281, -111.9296725 33.4148287, -111.9296727 33.4148497, -111.9297379 33.4148491))","POINT (-111.9297052 33.4148389)",,
,168,1089790540,,,parking,,,"POLYGON ((-111.929902 33.4148481, -111.9299017 33.4148271, -111.9298365 33.4148276, -111.9298368 33.4148487, -111.929902 33.4148481))","POINT (-111.9298692241921 33.41483787525605)",,
,169,1089790541,,,parking,,,"POLYGON ((-111.9299846 33.4148476, -111.9299844 33.4148266, -111.9299192 33.4148271, -111.9299194 33.4148481, -111.9299846 33.4148476))","POINT (-111.92995189999998 33.41483735)",,
SkySpace Ramada,170,1123501289,,roof,shelter,,,"POLYGON ((-111.92728 33.4194331, -111.9271346 33.4194091, -111.9271601 33.4192883, -111.9273081 33.4193122, -111.92728 33.4194331))","POINT (-111.92722078907416 33.41936051257664)",,
,171,,3444657,residential,,,,"MULTIPOLYGON (((-111.9323367 33.4224543, -111.932332 33.4223384, -111.9322299 33.4223411, -111.9322164 33.4223337, -111.9322127 33.4223304, -111.9322084 33.4223249, -111.9321886 33.4222987, -111.932229 33.4222298, -111.9321222 33.4221854, -111.9320106 33.422343, -111.9319505 33.4223788, -111.9317102 33.4223716, -111.9317102 33.4224862, -111.9318132 33.4224862, -111.9318561 33.4225292, -111.9318046 33.4226008, -111.9319247 33.422651, -111.9320106 33.4225077, -111.9320775 33.4224671, -111.932105 33.4224504, -111.9323367 33.4224543)), ((-111.9321969 33.4225067, -111.9321369 33.4225139, -111.9320939 33.4225282, -111.9320596 33.4225569, -111.9320253 33.422607, -111.9320167 33.4226643, -111.9320253 33.4227145, -111.9320682 33.4227575, -111.9321197 33.422779, -111.9321712 33.4227933, -111.9322227 33.4227933, -111.9322742 33.422779, -111.9323171 33.4227431, -111.9323428 33.4227073, -111.93236 33.4226643, -111.93236 33.4226142, -111.9323343 33.4225784, -111.9322999 33.4225426, -111.932257 33.4225211, -111.9321969 33.4225067)))","POINT (-111.93208737459832 33.42251040467669)",,
Stadium Parking Structure,172,28769223,,parking,parking,,,"POLYGON ((-111.9336597 33.4245968, -111.9336593 33.4245665, -111.9336622 33.424307, -111.9336629 33.4242428, -111.9336609 33.4241754, -111.9336524 33.423652, -111.9335772 33.4236508, -111.9322676 33.4236549, -111.9322372 33.4236538, -111.9322376 33.4236088, -111.9321833 33.4236046, -111.9321849 33.4239323, -111.9322354 33.4239352, -111.9322356 33.4239741, -111.9324067 33.4239684, -111.9326101 33.423971, -111.9326056 33.4242463, -111.9326578 33.4242475, -111.9326598 33.4242887, -111.9330309 33.4242847, -111.9330285 33.4245576, -111.933086 33.4245606, -111.9330866 33.4246043, -111.9336597 33.4245968))","POINT (-111.9330764111153 33.42404024699557)",,
Schwada Building,173,28866501,,university,,,,"POLYGON ((-111.9309023 33.4195017, -111.9305034 33.4195076, -111.9305025 33.419468, -111.9305009 33.4193917, -111.9305264 33.4193913, -111.9305253 33.419337, -111.9304662 33.4193379, -111.9304651 33.419286, -111.9302901 33.4192885, -111.9302857 33.4190784, -111.9302787 33.418738, -111.9303455 33.418737, -111.930345 33.4187127, -111.9305011 33.4187104, -111.930499 33.4186108, -111.930887 33.4186052, -111.9308938 33.4189335, -111.9308083 33.4189347, -111.9308091 33.4189711, -111.9308111 33.419067, -111.9307774 33.4190675, -111.9307786 33.4191226, -111.930809 33.4191224, -111.9308104 33.4191334, -111.9308105 33.4192112, -111.9308961 33.4192099, -111.9309023 33.4195017))","POINT (-111.93060614126973 33.419042047882726)",,
Engineering Center E-Wing,174,29216549,,university,,,,"POLYGON ((-111.9317744 33.4195899, -111.9325554 33.4195899, -111.9325554 33.4194323, -111.9317744 33.4194323, -111.9317744 33.4195899))","POINT (-111.93216489999999 33.419511099999994)",,
,175,30407161,,university,,,,"POLYGON ((-111.929265 33.4212346, -111.9295568 33.4212346, -111.9295568 33.4214209, -111.929265 33.4214209, -111.929265 33.4212346))","POINT (-111.9294109 33.42132775)",,
Urban Systems Engineering,176,30407183,,university,,,,"POLYGON ((-111.9290631 33.4213468, -111.9290631 33.4217909, -111.9297068 33.4217909, -111.9297068 33.4218483, -111.9299643 33.4218483, -111.9299643 33.4217981, -111.9300416 33.4217981, -111.9300416 33.4217265, -111.9299557 33.4217265, -111.9299557 33.4215474, -111.9299986 33.4215474, -111.9299986 33.4212895, -111.9296982 33.4212895, -111.9296982 33.4215689, -111.9291747 33.4215689, -111.9291747 33.4213468, -111.9290631 33.4213468))","POINT (-111.92958939530733 33.42160686736444)",,
Biodesign Institute Bldg A,177,30407331,,university,,,,"POLYGON ((-111.9283329 33.4193698, -111.928635 33.4193647, -111.9286339 33.4192849, -111.9285989 33.4192869, -111.928584 33.4188382, -111.928639 33.4188364, -111.9286396 33.4186919, -111.9280571 33.418701, -111.9280713 33.419352, -111.928144 33.4193738, -111.9283329 33.4193698))","POINT (-111.9283364940196 33.419029468236985)",,
Grady Gammage Memorial Auditorium,178,30407398,,yes,theatre,,,"POLYGON ((-111.938374 33.4164171, -111.9384254 33.4163466, -111.9384502 33.4162739, -111.9384537 33.4161842, -111.938428 33.4161054, -111.938385 33.4160337, -111.9383179 33.4159651, -111.938222 33.4159191, -111.9381104 33.4158976, -111.9379988 33.4158976, -111.9378872 33.4159263, -111.9378093 33.4159721, -111.9377488 33.4160301, -111.9377185 33.4160794, -111.9376963 33.4161297, -111.9376856 33.4161864, -111.9376803 33.4162452, -111.9376113 33.4163014, -111.9375868 33.4163418, -111.9375763 33.4163857, -111.937575 33.4164342, -111.9375844 33.4164759, -111.9376052 33.4165171, -111.9376381 33.4165583, -111.9376812 33.4165925, -111.9377229 33.4166146, -111.9377866 33.4166279, -111.9378529 33.4166284, -111.9379216 33.416614, -111.9379895 33.4165801, -111.9380338 33.4165354, -111.9381145 33.4165362, -111.9381838 33.4165222, -111.9382538 33.4164996, -111.938317 33.4164652, -111.938374 33.4164171))","POINT (-111.93801445736652 33.416260648617865)",,
Hayden Hall,179,30407852,,residential,,,,"POLYGON ((-111.9351523 33.4149549, -111.9363282 33.4149549, -111.9363282 33.4150337, -111.9364569 33.4150337, -111.9364569 33.4153274, -111.9363454 33.4153274, -111.9363454 33.4152701, -111.9358218 33.4152701, -111.9358218 33.4151698, -111.9362681 33.4151698, -111.9362681 33.4150983, -111.9362681 33.415048, -111.9358218 33.415048, -111.9358218 33.4151268, -111.9357619 33.4151268, -111.9356587 33.4151268, -111.9356587 33.415048, -111.9352553 33.415048, -111.9352553 33.4151698, -111.9352946 33.4151698, -111.9356587 33.4151698, -111.9356587 33.4152701, -111.9352038 33.4152701, -111.9352038 33.4153991, -111.9351008 33.4153991, -111.9351008 33.4150409, -111.9351523 33.4150409, -111.9351523 33.4149549))","POINT (-111.93576107664974 33.41512627577982)",,
Best Hall B,180,30407905,,residential,,,,"POLYGON ((-111.9364341 33.4153712, -111.9358247 33.4153712, -111.9358247 33.4154858, -111.9364341 33.4154858, -111.9364341 33.4154189, -111.9364341 33.4153712))","POINT (-111.9361294 33.4154285)",,
Best Hall C,181,30407915,,residential,,,,"POLYGON ((-111.9363243 33.4155766, -111.9358952 33.4155766, -111.9358952 33.4157628, -111.9363243 33.4157628, -111.9363243 33.4155766))","POINT (-111.93610975000001 33.4156697)",,
Best Hall C,182,30407919,,residential,,,,"POLYGON ((-111.9358046 33.4158026, -111.9358904 33.4158026, -111.9358904 33.4155375, -111.9358046 33.4155375, -111.9358046 33.4158026))","POINT (-111.9358475 33.415670049999996)",,
Irish Hall A (Academic Offices),183,30407930,,residential,,,,"POLYGON ((-111.9351876 33.4154548, -111.9353077 33.4154548, -111.9353077 33.4159133, -111.9351876 33.4159133, -111.9351876 33.415678, -111.9351876 33.4154548))","POINT (-111.93524765000001 33.415684049999996)",,
Acacia Hall,184,30407994,,residential,,,,"POLYGON ((-111.9302754 33.4151914, -111.9302756 33.4152274, -111.9302777 33.4155324, -111.9298615 33.4155345, -111.9298595 33.4152497, -111.9299347 33.4152493, -111.9299357 33.4153953, -111.9301131 33.4153945, -111.9301125 33.4151915, -111.9302754 33.4151914))","POINT (-111.93009130782278 33.415393171995476)",,
Jojoba Hall,185,30407997,,residential,,,,"POLYGON ((-111.9294317 33.4153188, -111.9294315 33.4151194, -111.9296063 33.4151193, -111.9296064 33.4152597, -111.9296814 33.4152597, -111.9296813 33.4149808, -111.9292655 33.4149809, -111.9292681 33.4153193, -111.9294317 33.4153188))","POINT (-111.92945104413964 33.415119599825076)",,
University Services Building,186,30408132,,university,,,,"POLYGON ((-111.9259685 33.4112592, -111.9255305 33.4112592, -111.9255305 33.4113953, -111.9247405 33.4113953, -111.924743 33.4117312, -111.9255305 33.4117249, -111.9255305 33.4121547, -111.9255645 33.4121834, -111.9256675 33.4122121, -111.9258305 33.4122121, -111.9259335 33.4121906, -111.9259685 33.4121619, -111.9259685 33.4112592))","POINT (-111.92551049652594 33.41166429386131)",,
Sonora Center,187,30408176,,university,,,,"POLYGON ((-111.927381 33.4113358, -111.9273793 33.4114637, -111.9272062 33.411607, -111.9271986 33.4116208, -111.9271913 33.4116343, -111.927142 33.4116341, -111.9270792 33.4116882, -111.9270821 33.4118035, -111.9270347 33.4118034, -111.9270449 33.4121222, -111.9272038 33.4122652, -111.9272037 33.412534, -111.9271848 33.4125341, -111.9271874 33.4126152, -111.9273176 33.4126149, -111.9273166 33.4125971, -111.9277855 33.4125937, -111.9278244 33.4125675, -111.9278213 33.4123762, -111.9276792 33.412255, -111.9276797 33.4122308, -111.927679 33.412202, -111.9276625 33.4121913, -111.9276539 33.4121857, -111.9276426 33.4121784, -111.9276173 33.4121621, -111.9276051 33.4121622, -111.9275702 33.4121624, -111.9275241 33.4122067, -111.9275235 33.4122323, -111.927523 33.4122548, -111.9276325 33.4123403, -111.9276319 33.4124904, -111.9273351 33.4124913, -111.9273323 33.4122278, -111.9273322 33.4122199, -111.9271644 33.4120793, -111.9271648 33.4118273, -111.9271648 33.4118131, -111.9272212 33.4118107, -111.927251 33.4117844, -111.9272786 33.4117603, -111.92728 33.4116939, -111.9275021 33.4115077, -111.9275027 33.4114437, -111.9277012 33.4114432, -111.927747 33.4114822, -111.9278936 33.411607, -111.9278955 33.411727, -111.9277527 33.4118642, -111.9277361 33.4118802, -111.9277429 33.4118849, -111.9277579 33.4118972, -111.9277595 33.4119578, -111.927773 33.4119648, -111.9277853 33.4119711, -111.928021 33.4117752, -111.9280202 33.4115508, -111.9277622 33.4113358, -111.927381 33.4113358))","POINT (-111.92749977257235 33.41197968638027)",,
Postino Annex,188,30420645,,retail,,,,"POLYGON ((-111.9346494 33.4235723, -111.9347701 33.423568, -111.9347998 33.4241455, -111.9346789 33.4241498, -111.9346494 33.4235723))","POINT (-111.93472455420033 33.423858979527644)",,
Mona Plummer Aquatic Center,189,30420661,,yes,,sports_centre,,"POLYGON ((-111.9345506 33.4234192, -111.9339185 33.4234418, -111.9337969 33.4236385, -111.9338004 33.4241998, -111.9340796 33.4241993, -111.9340807 33.4242217, -111.9341459 33.4242219, -111.9342145 33.4242205, -111.9342149 33.4241998, -111.9344944 33.4241986, -111.9344931 33.4241794, -111.934561 33.4241795, -111.9345506 33.4234192))","POINT (-111.93418526487729 33.423824016263545)",,
Frank Kush Field,190,30420677,,,,pitch,,"POLYGON ((-111.9321546 33.4268639, -111.9326955 33.4269758, -111.9329864 33.4259952, -111.9324457 33.4258834, -111.9321546 33.4268639))","POINT (-111.9325705428357 33.42642960822147)",,
,191,30420695,,yes,,,,"POLYGON ((-111.9275476 33.4254342, -111.9276698 33.4254358, -111.9276659 33.4251095, -111.9275457 33.4251133, -111.9275476 33.4254342))","POINT (-111.92760742298528 33.42527363265718)",,
,192,30420784,,yes,,,,"POLYGON ((-111.9280631 33.4283182, -111.9282866 33.42832, -111.9282861 33.4286549, -111.9280631 33.4286549, -111.9280631 33.4283182))","POINT (-111.92817462543421 33.428486936758)",,
North Locker,193,30420830,,yes,,,,"POLYGON ((-111.9321658 33.4280801, -111.9321899 33.4280228, -111.9322908 33.4280414, -111.9323782 33.4281696, -111.9324423 33.428188, -111.9324286 33.4282332, -111.9326481 33.4282789, -111.9326153 33.4283697, -111.9325209 33.4284225, -111.9322221 33.4283622, -111.9321304 33.4282305, -111.9321658 33.4280801))","POINT (-111.93234968919441 33.4282513219724)",,
,194,30421156,,yes,,,,"POLYGON ((-111.9223645 33.4241595, -111.922476 33.4241595, -111.922476 33.424969, -111.9223645 33.424969, -111.9223645 33.4241595))","POINT (-111.92242025 33.42456425)",,
Farrington Stadium,195,30421190,,,,pitch,,"POLYGON ((-111.9234904 33.4259289, -111.9234974 33.4256137, -111.9234974 33.4253558, -111.9234459 33.42532, -111.9231455 33.42532, -111.9227764 33.42532, -111.9227679 33.4254059, -111.9227679 33.4255134, -111.9227764 33.4256065, -111.9228451 33.425714, -111.9228966 33.4257928, -111.9229481 33.4258214, -111.9230254 33.4258644, -111.9231198 33.425893, -111.9232142 33.4259217, -111.9233343 33.425936, -111.9234904 33.4259289))","POINT (-111.923162344284 33.42559823115473)",,
SDFC Field,196,65014628,,,,park,,"POLYGON ((-111.9324208 33.4172806, -111.9323602 33.4172968, -111.9319748 33.4172846, -111.9314744 33.4173143, -111.9313659 33.4173203, -111.9309169 33.4172918, -111.9303338 33.4173133, -111.9302765 33.417278, -111.9302457 33.4161673, -111.9302606 33.416157, -111.9302595 33.4160519, -111.9303183 33.4160018, -111.9306062 33.4160148, -111.9308271 33.41599, -111.9311231 33.416019, -111.9314172 33.4160186, -111.9315759 33.4160424, -111.9321055 33.4160402, -111.9322307 33.416056, -111.9324168 33.4161266, -111.9325558 33.4162051, -111.932589 33.4162428, -111.9325979 33.4162805, -111.9325479 33.4165674, -111.9325468 33.4167212, -111.9325595 33.4168639, -111.9325817 33.4169713, -111.9325961 33.4170668, -111.9326006 33.417249, -111.9325659 33.4172785, -111.9324208 33.4172806))","POINT (-111.93139590271413 33.41666733813215)",,
University Towers,197,65384746,,residential,,,,"POLYGON ((-111.93637 33.425275, -111.9363689 33.4251711, -111.9358603 33.4251751, -111.9358601 33.4250952, -111.9361369 33.4250922, -111.9361359 33.4250622, -111.9364529 33.42506, -111.9364496 33.4249584, -111.9361479 33.42496, -111.9361483 33.4249924, -111.9354492 33.424994, -111.9354508 33.4250935, -111.9357497 33.4250931, -111.9357518 33.4251965, -111.9354974 33.4251989, -111.9355 33.425313, -111.9360486 33.4253068, -111.9360474 33.4252811, -111.93637 33.425275))","POINT (-111.93593264871905 33.42513725997644)",,
Brickyard Engineering,198,157628480,,retail,,,,"POLYGON ((-111.939839 33.4238994, -111.9398363 33.4233809, -111.9398257 33.4233374, -111.9398146 33.4233227, -111.9397825 33.4233052, -111.939738 33.4232982, -111.9392264 33.4233015, -111.9391957 33.4233199, -111.9391854 33.4233385, -111.9391824 33.4235996, -111.939329 33.4235993, -111.9393305 33.4237128, -111.9393334 33.4238973, -111.939839 33.4238994))","POINT (-111.93954261277206 33.4235819962997)",,
ISTB 4,199,221569489,,university,,,,"POLYGON ((-111.9287071 33.4179289, -111.9286746 33.4179319, -111.9286802 33.4182099, -111.9286782 33.4183253, -111.9282909 33.418326, -111.928287 33.4183107, -111.9282564 33.4183133, -111.928253 33.4183263, -111.9282102 33.4183276, -111.9282067 33.4182752, -111.9281446 33.4182742, -111.9281453 33.4182226, -111.9280805 33.4182223, -111.928084 33.4177248, -111.9286619 33.417723, -111.9286622 33.4177543, -111.9286965 33.4177556, -111.9286957 33.4178693, -111.9286623 33.4178696, -111.928661 33.4178901, -111.9287081 33.4178915, -111.9287071 33.4179289))","POINT (-111.92838928627287 33.418016579904496)",,
Sage Hall,200,256986545,,dormitory,,,,"POLYGON ((-111.928674 33.4154205, -111.928674 33.415409, -111.928674 33.4152941, -111.9286462 33.4152878, -111.9286482 33.4152703, -111.9280642 33.4152698, -111.9280539 33.4154021, -111.9285399 33.4154044, -111.9285419 33.4154682, -111.9283808 33.4154687, -111.9283813 33.4158383, -111.9286063 33.4158369, -111.928607 33.415468, -111.9285709 33.415467, -111.9285709 33.4154151, -111.928674 33.4154205))","POINT (-111.92843330691501 33.415495398474825)",,
Vista Del Sol I,201,256986549,,residential,,,,"POLYGON ((-111.9304345 33.4144974, -111.9302345 33.4145005, -111.9302335 33.4144577, -111.9302105 33.4144581, -111.9302115 33.4145006, -111.9300785 33.4145027, -111.9300775 33.4144543, -111.9300495 33.4144547, -111.9300505 33.4144923, -111.9299265 33.4144942, -111.9299255 33.4144497, -111.9299025 33.4144501, -111.9299005 33.414356, -111.9299285 33.4143556, -111.9299275 33.4143042, -111.9300395 33.4143024, -111.9300405 33.4143471, -111.9300805 33.4143465, -111.9300795 33.4143003, -111.9302075 33.4142984, -111.9302085 33.4143463, -111.9302425 33.4143458, -111.9302415 33.4143089, -111.9303215 33.4143076, -111.9303185 33.4141825, -111.9302465 33.4141836, -111.9302455 33.4141443, -111.9301965 33.4141451, -111.9301975 33.4141913, -111.9300745 33.4141932, -111.9300735 33.414152, -111.9300355 33.4141468, -111.9300375 33.4141883, -111.9299325 33.4141909, -111.9299315 33.414152, -111.9298975 33.4141451, -111.9298945 33.4140429, -111.9299235 33.4140423, -111.9299215 33.4139992, -111.9300405 33.4139966, -111.9300415 33.414046, -111.9300815 33.4140452, -111.9300795 33.4139987, -111.9301975 33.4139961, -111.9301995 33.4140471, -111.9302435 33.4140461, -111.9302425 33.4140009, -111.9304205 33.4139971, -111.9304215 33.4140276, -111.9304755 33.4140264, -111.9304785 33.4141384, -111.9304315 33.4141394, -111.9304335 33.414202, -111.9304805 33.414201, -111.9304835 33.414289, -111.9304305 33.4142901, -111.9304325 33.4143495, -111.9304815 33.4143484, -111.9304855 33.4144772, -111.9304395 33.4144782, -111.9304345 33.4144974))","POINT (-111.9302064669336 33.41425173088596)",,
Adelphi Commons (Southwest),202,257007826,,residential,,,,"POLYGON ((-111.9284005 33.413698, -111.9283895 33.4129981, -111.9282615 33.4129995, -111.9282625 33.4130829, -111.9283275 33.4130822, -111.9283295 33.4131741, -111.9282015 33.4131755, -111.9282035 33.4132437, -111.9283065 33.4132425, -111.9283075 33.4132893, -111.9282045 33.4132904, -111.9282055 33.4133683, -111.9283245 33.4133669, -111.9283265 33.413449, -111.9282585 33.4134498, -111.9282605 33.4135224, -111.9283225 33.4135217, -111.9283235 33.4136297, -111.9282155 33.4136309, -111.9282165 33.4137, -111.9284005 33.413698))","POINT (-111.92832389178284 33.4133550397622)",,
Adelphi Commons (South),203,257007828,,residential,,,,"POLYGON ((-111.9280221 33.413528, -111.9278863 33.4135279, -111.9278869 33.4129839, -111.9280307 33.412984, -111.9280306 33.4130801, -111.9279773 33.41308, -111.9279772 33.4131651, -111.9280684 33.4131651, -111.9280683 33.4132336, -111.9279732 33.4132335, -111.9279732 33.4132872, -111.9280762 33.4132873, -111.9280761 33.4133619, -111.9279445 33.4133618, -111.9279444 33.4134558, -111.9280222 33.4134559, -111.9280221 33.413528))","POINT (-111.92795775637242 33.41324579757018)",,
