node_id,zone_id,x_coord,y_coord,meso_link_id,lane_no,is_boundary
115,,-111.9292108,33.4248675,6,1,
116,,-111.9292151,33.4249305,6,1,
117,,-111.9292169,33.4249937,6,1,
118,,-111.9292173,33.4250569,6,1,
119,,-111.9292177,33.4251201,6,1,
120,,-111.9292181,33.4251832,6,1,
121,,-111.9292184,33.4252464,6,1,
122,,-111.9292188,33.4253096,6,1,
123,,-111.9292193,33.4253728,6,1,
124,,-111.9292197,33.425436,6,1,
125,,-111.9292201,33.4254991,6,1,
126,,-111.9292206,33.4255623,6,1,
127,,-111.929221,33.4256255,6,1,
128,,-111.9292214,33.4256887,6,1,
129,,-111.9292219,33.4257519,6,1,
130,,-111.9292223,33.4258151,6,1,
131,,-111.9292227,33.4258782,6,1,
132,,-111.9292232,33.4259414,6,1,
133,,-111.9292236,33.4260046,6,1,
134,,-111.9292241,33.4260678,6,1,
135,,-111.9292247,33.426131,6,1,
136,,-111.9292258,33.4261941,6,1,
137,,-111.929227,33.4262573,6,1,
138,,-111.9292281,33.4263205,6,1,
139,,-111.9292292,33.4263837,6,1,
140,,-111.9292304,33.4264468,6,1,
141,,-111.9292315,33.42651,6,1,
142,,-111.9292327,33.4265732,6,1,
143,,-111.9292338,33.4266364,6,1,
144,,-111.9292349,33.4266995,6,1,
145,,-111.9292361,33.4267627,6,1,
146,,-111.9292372,33.4268259,6,1,
147,,-111.9292384,33.4268891,6,1,
148,,-111.9292395,33.4269522,6,1,
149,,-111.9292407,33.4270154,6,1,
150,,-111.9292418,33.4270786,6,1,
151,,-111.929243,33.4271418,6,1,
152,,-111.9292441,33.4272049,6,1,
153,,-111.9292453,33.4272681,6,1,
154,,-111.9292464,33.4273313,6,1,
155,,-111.9292469,33.4273945,6,1,
156,,-111.9292474,33.4274577,6,1,
157,,-111.9292479,33.4275208,6,1,
158,,-111.9292484,33.427584,6,1,
159,,-111.929249,33.4276472,6,1,
160,,-111.9292495,33.4277104,6,1,
161,,-111.92925,33.4277736,6,1,
162,,-111.9292505,33.4278367,6,1,
163,,-111.929251,33.4278999,6,1,
164,,-111.9292515,33.4279631,6,1,
165,,-111.929253,33.4280263,6,1,
166,,-111.9292548,33.4280894,6,1,
167,,-111.9292566,33.4281526,6,1,
168,,-111.9292584,33.4282158,6,1,
169,,-111.9292602,33.4282789,6,1,
170,,-111.929262,33.4283421,6,1,
171,,-111.9292638,33.4284053,6,1,
172,,-111.9292656,33.4284684,6,1,
173,,-111.9292674,33.4285316,6,1,
174,,-111.9292681,33.4285948,6,1,
175,,-111.9293434,33.4285946,7,1,
176,,-111.9293427,33.428531,7,1,
177,,-111.9293409,33.4284675,7,1,
178,,-111.9293391,33.4284039,7,1,
179,,-111.9293373,33.4283404,7,1,
180,,-111.9293354,33.4282769,7,1,
181,,-111.9293336,33.4282133,7,1,
182,,-111.9293318,33.4281498,7,1,
183,,-111.92933,33.4280863,7,1,
184,,-111.9293282,33.4280227,7,1,
185,,-111.9293268,33.4279592,7,1,
186,,-111.9293263,33.4278957,7,1,
187,,-111.9293258,33.4278321,7,1,
188,,-111.9293252,33.4277685,7,1,
189,,-111.9293247,33.427705,7,1,
190,,-111.9293242,33.4276414,7,1,
191,,-111.9293237,33.4275779,7,1,
192,,-111.9293232,33.4275143,7,1,
193,,-111.9293227,33.4274508,7,1,
194,,-111.9293221,33.4273872,7,1,
195,,-111.9293216,33.4273237,7,1,
196,,-111.9293205,33.4272602,7,1,
197,,-111.9293193,33.4271966,7,1,
198,,-111.9293181,33.4271331,7,1,
199,,-111.929317,33.4270695,7,1,
200,,-111.9293158,33.427006,7,1,
201,,-111.9293147,33.4269424,7,1,
202,,-111.9293135,33.4268789,7,1,
203,,-111.9293124,33.4268153,7,1,
204,,-111.9293112,33.4267518,7,1,
205,,-111.9293101,33.4266883,7,1,
206,,-111.9293089,33.4266247,7,1,
207,,-111.9293078,33.4265612,7,1,
208,,-111.9293066,33.4264976,7,1,
209,,-111.9293055,33.4264341,7,1,
210,,-111.9293043,33.4263705,7,1,
211,,-111.9293032,33.426307,7,1,
212,,-111.929302,33.4262434,7,1,
213,,-111.9293009,33.4261799,7,1,
214,,-111.9292998,33.4261164,7,1,
215,,-111.9292993,33.4260528,7,1,
216,,-111.9292988,33.4259893,7,1,
217,,-111.9292984,33.4259257,7,1,
218,,-111.9292979,33.4258622,7,1,
219,,-111.9292975,33.4257986,7,1,
220,,-111.9292971,33.4257351,7,1,
221,,-111.9292966,33.4256715,7,1,
222,,-111.9292962,33.425608,7,1,
223,,-111.9292957,33.4255444,7,1,
224,,-111.9292953,33.4254809,7,1,
225,,-111.9292949,33.4254173,7,1,
226,,-111.9292944,33.4253538,7,1,
227,,-111.929294,33.4252902,7,1,
228,,-111.9292936,33.4252266,7,1,
229,,-111.9292932,33.4251631,7,1,
230,,-111.9292928,33.4250995,7,1,
231,,-111.9292925,33.425036,7,1,
232,,-111.9292921,33.4249724,7,1,
233,,-111.9292892,33.424909,7,1,
234,,-111.9292846,33.4248455,7,1,
235,,-111.9292795,33.4247821,7,1,
236,,-111.9292728,33.4247188,7,1,
237,,-111.9292602,33.4246562,7,1,
238,,-111.9292437,33.4245942,7,1,
239,,-111.9292252,33.4245326,7,1,
240,,-111.9291998,33.4244727,7,1,
241,,-111.9291744,33.4244128,7,1,
242,,-111.9291477,33.4243534,7,1,
243,,-111.9366667,33.417404,8,1,
244,,-111.9366653,33.4173414,8,1,
245,,-111.9366645,33.4172788,8,1,
246,,-111.9366637,33.4172162,8,1,
247,,-111.9366629,33.4171536,8,1,
248,,-111.9366621,33.4170909,8,1,
249,,-111.9366613,33.4170283,8,1,
250,,-111.9366605,33.4169657,8,1,
251,,-111.9366596,33.4169031,8,1,
252,,-111.9366588,33.4168405,8,1,
253,,-111.936658,33.4167779,8,1,
254,,-111.9366572,33.4167153,8,1,
255,,-111.9366564,33.4166526,8,1,
256,,-111.9366556,33.41659,8,1,
257,,-111.9366548,33.4165274,8,1,
258,,-111.936654,33.4164648,8,1,
259,,-111.9366534,33.4164022,8,1,
260,,-111.9366531,33.4163396,8,1,
261,,-111.9366532,33.416277,8,1,
262,,-111.9365779,33.4162774,9,1,
263,,-111.9365778,33.4163401,9,1,
264,,-111.9365781,33.4164028,9,1,
265,,-111.9365787,33.4164656,9,1,
266,,-111.9365795,33.4165283,9,1,
267,,-111.9365803,33.416591,9,1,
268,,-111.9365811,33.4166537,9,1,
269,,-111.9365819,33.4167165,9,1,
270,,-111.9365828,33.4167792,9,1,
271,,-111.9365836,33.4168419,9,1,
272,,-111.9365844,33.4169046,9,1,
273,,-111.9365852,33.4169674,9,1,
274,,-111.936586,33.4170301,9,1,
275,,-111.9365868,33.4170928,9,1,
276,,-111.9365876,33.4171555,9,1,
277,,-111.9365884,33.4172183,9,1,
278,,-111.9365892,33.417281,9,1,
279,,-111.9365901,33.4173437,9,1,
280,,-111.9365915,33.4174064,9,1,
281,,-111.9366503,33.416132,10,1,
282,,-111.9366495,33.4160692,10,1,
283,,-111.9366489,33.4160064,10,1,
284,,-111.9366483,33.4159436,10,1,
285,,-111.9366478,33.4158808,10,1,
286,,-111.9366472,33.415818,10,1,
287,,-111.9366467,33.4157553,10,1,
288,,-111.9366461,33.4156925,10,1,
289,,-111.9366455,33.4156297,10,1,
290,,-111.936645,33.4155669,10,1,
291,,-111.9366444,33.4155041,10,1,
292,,-111.9366439,33.4154413,10,1,
293,,-111.9366433,33.4153786,10,1,
294,,-111.9366426,33.4153158,10,1,
295,,-111.936642,33.415253,10,1,
296,,-111.9366414,33.4151902,10,1,
297,,-111.9366408,33.4151274,10,1,
298,,-111.9366401,33.4150646,10,1,
299,,-111.9366395,33.4150018,10,1,
300,,-111.9366388,33.4149391,10,1,
301,,-111.9366371,33.4148763,10,1,
302,,-111.9366353,33.4148135,10,1,
303,,-111.93656,33.4148127,11,1,
304,,-111.9365618,33.4148756,11,1,
305,,-111.9365635,33.4149385,11,1,
306,,-111.9365642,33.4150014,11,1,
307,,-111.9365648,33.4150643,11,1,
308,,-111.9365655,33.4151272,11,1,
309,,-111.9365661,33.4151901,11,1,
310,,-111.9365667,33.4152531,11,1,
311,,-111.9365673,33.415316,11,1,
312,,-111.936568,33.4153789,11,1,
313,,-111.9365686,33.4154418,11,1,
314,,-111.9365691,33.4155047,11,1,
315,,-111.9365697,33.4155676,11,1,
316,,-111.9365703,33.4156305,11,1,
317,,-111.9365708,33.4156934,11,1,
318,,-111.9365714,33.4157563,11,1,
319,,-111.9365719,33.4158192,11,1,
320,,-111.9365725,33.4158821,11,1,
321,,-111.9365731,33.4159451,11,1,
322,,-111.9365736,33.416008,11,1,
323,,-111.9365742,33.4160709,11,1,
324,,-111.936575,33.4161338,11,1,
325,,-111.9382244,33.4191086,12,1,
326,,-111.9383016,33.4191079,12,1,
327,,-111.9383787,33.4191072,12,1,
328,,-111.9384559,33.4191066,12,1,
329,,-111.9385331,33.4191059,12,1,
330,,-111.9386102,33.4191053,12,1,
331,,-111.9386874,33.4191047,12,1,
332,,-111.9387646,33.4191041,12,1,
333,,-111.9388417,33.4191034,12,1,
334,,-111.9389189,33.4191028,12,1,
335,,-111.938996,33.4191022,12,1,
336,,-111.9390732,33.4191016,12,1,
337,,-111.9391504,33.419101,12,1,
338,,-111.9392275,33.4191004,12,1,
339,,-111.9393047,33.4190998,12,1,
340,,-111.9393819,33.4190991,12,1,
341,,-111.939459,33.4190985,12,1,
342,,-111.9395362,33.4190983,12,1,
343,,-111.9396134,33.4190983,12,1,
344,,-111.9396905,33.4190982,12,1,
345,,-111.9397677,33.4190982,12,1,
346,,-111.9397668,33.419035,13,1,
347,,-111.9396927,33.4190351,13,1,
348,,-111.9396185,33.4190351,13,1,
349,,-111.9395444,33.4190352,13,1,
350,,-111.9394703,33.4190353,13,1,
351,,-111.9393961,33.4190359,13,1,
352,,-111.939322,33.4190365,13,1,
353,,-111.9392479,33.4190371,13,1,
354,,-111.9391737,33.4190377,13,1,
355,,-111.9390996,33.4190383,13,1,
356,,-111.9390254,33.4190388,13,1,
357,,-111.9389513,33.4190394,13,1,
358,,-111.9388772,33.41904,13,1,
359,,-111.938803,33.4190406,13,1,
360,,-111.9387289,33.4190412,13,1,
361,,-111.9386548,33.4190418,13,1,
362,,-111.9385806,33.4190424,13,1,
363,,-111.9385065,33.419043,13,1,
364,,-111.9384324,33.4190436,13,1,
365,,-111.9383582,33.4190443,13,1,
366,,-111.9382841,33.4190449,13,1,
367,,-111.93821,33.4190456,13,1,
368,,-111.9381864,33.4218258,14,1,
369,,-111.9381857,33.4217639,14,1,
370,,-111.9381849,33.421702,14,1,
371,,-111.9381841,33.42164,14,1,
372,,-111.9381833,33.4215781,14,1,
373,,-111.9381825,33.4215162,14,1,
374,,-111.9381817,33.4214542,14,1,
375,,-111.9381809,33.4213923,14,1,
376,,-111.9381801,33.4213304,14,1,
377,,-111.9381793,33.4212684,14,1,
378,,-111.9381785,33.4212065,14,1,
379,,-111.9381777,33.4211446,14,1,
380,,-111.9381769,33.4210826,14,1,
381,,-111.9381761,33.4210207,14,1,
382,,-111.9381753,33.4209588,14,1,
383,,-111.9381746,33.4208969,14,1,
384,,-111.9381738,33.4208349,14,1,
385,,-111.938173,33.420773,14,1,
386,,-111.9381722,33.4207111,14,1,
387,,-111.9381714,33.4206491,14,1,
388,,-111.9381706,33.4205872,14,1,
389,,-111.9380953,33.4205879,15,1,
390,,-111.9380961,33.4206499,15,1,
391,,-111.9380969,33.4207118,15,1,
392,,-111.9380977,33.4207738,15,1,
393,,-111.9380985,33.4208358,15,1,
394,,-111.9380993,33.4208978,15,1,
395,,-111.9381001,33.4209597,15,1,
396,,-111.9381009,33.4210217,15,1,
397,,-111.9381017,33.4210837,15,1,
398,,-111.9381025,33.4211456,15,1,
399,,-111.9381032,33.4212076,15,1,
400,,-111.938104,33.4212696,15,1,
401,,-111.9381048,33.4213315,15,1,
402,,-111.9381056,33.4213935,15,1,
403,,-111.9381064,33.4214555,15,1,
404,,-111.9381072,33.4215175,15,1,
405,,-111.938108,33.4215794,15,1,
406,,-111.9381088,33.4216414,15,1,
407,,-111.9381096,33.4217034,15,1,
408,,-111.9381104,33.4217653,15,1,
409,,-111.9381112,33.4218273,15,1,
410,,-111.9381676,33.4204425,16,1,
411,,-111.9381658,33.4203786,16,1,
412,,-111.938164,33.4203147,16,1,
413,,-111.9381628,33.4202508,16,1,
414,,-111.9381618,33.4201868,16,1,
415,,-111.9381606,33.4201229,16,1,
416,,-111.9381598,33.420059,16,1,
417,,-111.9381591,33.4199951,16,1,
418,,-111.9381583,33.4199311,16,1,
419,,-111.9381574,33.4198672,16,1,
420,,-111.9381565,33.4198033,16,1,
421,,-111.9381556,33.4197393,16,1,
422,,-111.9381549,33.4196754,16,1,
423,,-111.9381554,33.4196115,16,1,
424,,-111.9381559,33.4195476,16,1,
425,,-111.9381564,33.4194836,16,1,
426,,-111.9381569,33.4194197,16,1,
427,,-111.9381574,33.4193558,16,1,
428,,-111.9381578,33.4192918,16,1,
429,,-111.9381583,33.4192279,16,1,
430,,-111.9381588,33.419164,16,1,
431,,-111.9380836,33.419152,17,1,
432,,-111.9380831,33.4192166,17,1,
433,,-111.9380826,33.4192812,17,1,
434,,-111.9380821,33.4193458,17,1,
435,,-111.9380816,33.4194104,17,1,
436,,-111.9380812,33.419475,17,1,
437,,-111.9380807,33.4195396,17,1,
438,,-111.9380802,33.4196042,17,1,
439,,-111.9380797,33.4196688,17,1,
440,,-111.9380802,33.4197334,17,1,
441,,-111.9380811,33.419798,17,1,
442,,-111.938082,33.4198626,17,1,
443,,-111.938083,33.4199272,17,1,
444,,-111.9380838,33.4199918,17,1,
445,,-111.9380845,33.4200564,17,1,
446,,-111.9380853,33.420121,17,1,
447,,-111.9380865,33.4201856,17,1,
448,,-111.9380875,33.4202502,17,1,
449,,-111.9380887,33.4203148,17,1,
450,,-111.9380905,33.4203794,17,1,
451,,-111.9380923,33.420444,17,1,
452,,-111.9288474,33.4202277,18,1,
453,,-111.9287731,33.4202281,18,1,
454,,-111.9286987,33.4202292,18,1,
455,,-111.9286244,33.4202302,18,1,
456,,-111.9285501,33.4202312,18,1,
457,,-111.9284757,33.4202322,18,1,
458,,-111.9284014,33.4202332,18,1,
459,,-111.9283271,33.4202342,18,1,
460,,-111.9282527,33.4202353,18,1,
461,,-111.9281784,33.4202363,18,1,
462,,-111.9281041,33.4202373,18,1,
463,,-111.9280297,33.4202381,18,1,
464,,-111.9279554,33.4202388,18,1,
465,,-111.9279789,33.4203017,19,1,
466,,-111.9280513,33.420301,19,1,
467,,-111.9281237,33.4203002,19,1,
468,,-111.928196,33.4202992,19,1,
469,,-111.9282684,33.4202982,19,1,
470,,-111.9283408,33.4202972,19,1,
471,,-111.9284131,33.4202962,19,1,
472,,-111.9284855,33.4202952,19,1,
473,,-111.9285578,33.4202942,19,1,
474,,-111.9286302,33.4202932,19,1,
475,,-111.9287026,33.4202923,19,1,
476,,-111.9287749,33.4202913,19,1,
477,,-111.9288473,33.4202908,19,1,
478,,-111.9392401,33.4205275,20,1,
479,,-111.9393188,33.4205272,20,1,
480,,-111.9393976,33.420527,20,1,
481,,-111.9394764,33.4205267,20,1,
482,,-111.9395552,33.4205265,20,1,
483,,-111.939634,33.4205263,20,1,
484,,-111.9397127,33.4205259,20,1,
485,,-111.9397915,33.4205244,20,1,
486,,-111.9397895,33.4204613,21,1,
487,,-111.9397104,33.4204628,21,1,
488,,-111.9396314,33.4204631,21,1,
489,,-111.9395524,33.4204634,21,1,
490,,-111.9394734,33.4204636,21,1,
491,,-111.9393943,33.4204639,21,1,
492,,-111.9393153,33.4204641,21,1,
493,,-111.9392363,33.4204643,21,1,
494,,-111.9313137,33.4183366,22,1,
495,,-111.9312393,33.418338,22,1,
496,,-111.9311652,33.4183442,22,1,
497,,-111.9310939,33.4183615,22,1,
498,,-111.9310222,33.4183777,22,1,
499,,-111.9309478,33.4183802,22,1,
500,,-111.9308734,33.4183808,22,1,
501,,-111.9307989,33.4183813,22,1,
502,,-111.9307245,33.4183819,22,1,
503,,-111.9306501,33.4183825,22,1,
504,,-111.9305756,33.418383,22,1,
505,,-111.9305012,33.4183836,22,1,
506,,-111.9304267,33.4183842,22,1,
507,,-111.9303523,33.4183847,22,1,
508,,-111.9302778,33.4183853,22,1,
509,,-111.9302034,33.4183859,22,1,
510,,-111.9301289,33.4183869,22,1,
511,,-111.9300545,33.4183879,22,1,
512,,-111.92998,33.4183889,22,1,
513,,-111.9299056,33.4183898,22,1,
514,,-111.9298312,33.4183908,22,1,
515,,-111.9297567,33.4183918,22,1,
516,,-111.9296823,33.4183927,22,1,
517,,-111.9296078,33.4183937,22,1,
518,,-111.9295334,33.4183946,22,1,
519,,-111.9294589,33.4183956,22,1,
520,,-111.9293845,33.4183966,22,1,
521,,-111.9293101,33.4183975,22,1,
522,,-111.9292356,33.4183985,22,1,
523,,-111.9291612,33.4183994,22,1,
524,,-111.9290867,33.4184004,22,1,
525,,-111.9290123,33.4184014,22,1,
526,,-111.9289379,33.4184027,22,1,
527,,-111.9289413,33.4184658,23,1,
528,,-111.9290156,33.4184645,23,1,
529,,-111.92909,33.4184635,23,1,
530,,-111.9291644,33.4184626,23,1,
531,,-111.9292388,33.4184616,23,1,
532,,-111.9293131,33.4184606,23,1,
533,,-111.9293875,33.4184597,23,1,
534,,-111.9294619,33.4184587,23,1,
535,,-111.9295363,33.4184577,23,1,
536,,-111.9296107,33.4184568,23,1,
537,,-111.929685,33.4184558,23,1,
538,,-111.9297594,33.4184549,23,1,
539,,-111.9298338,33.4184539,23,1,
540,,-111.9299082,33.4184529,23,1,
541,,-111.9299825,33.418452,23,1,
542,,-111.9300569,33.418451,23,1,
543,,-111.9301313,33.41845,23,1,
544,,-111.9302057,33.418449,23,1,
545,,-111.9302801,33.4184484,23,1,
546,,-111.9303544,33.4184478,23,1,
547,,-111.9304288,33.4184473,23,1,
548,,-111.9305032,33.4184467,23,1,
549,,-111.9305776,33.4184462,23,1,
550,,-111.930652,33.4184456,23,1,
551,,-111.9307264,33.418445,23,1,
552,,-111.9308007,33.4184445,23,1,
553,,-111.9308751,33.4184439,23,1,
554,,-111.9309495,33.4184433,23,1,
555,,-111.9310238,33.418441,23,1,
556,,-111.9310962,33.4184273,23,1,
557,,-111.9311669,33.418408,23,1,
558,,-111.9312408,33.4184013,23,1,
559,,-111.9313151,33.4183997,23,1,
560,,-111.9307031,33.4145937,24,1,
561,,-111.9307032,33.4145307,24,1,
562,,-111.9307032,33.4144677,24,1,
563,,-111.9307032,33.4144047,24,1,
564,,-111.9307032,33.4143417,24,1,
565,,-111.9307032,33.4142787,24,1,
566,,-111.9307032,33.4142157,24,1,
567,,-111.9307032,33.4141526,24,1,
568,,-111.930703,33.4140896,24,1,
569,,-111.9306989,33.4140267,24,1,
570,,-111.9306943,33.4139638,24,1,
571,,-111.9306845,33.4139014,24,1,
572,,-111.9306717,33.4138393,24,1,
573,,-111.9306572,33.4137775,24,1,
574,,-111.9306401,33.4137161,24,1,
575,,-111.930623,33.4136548,24,1,
576,,-111.9306103,33.4135927,24,1,
577,,-111.9306012,33.4135302,24,1,
578,,-111.930598,33.4134673,24,1,
579,,-111.9305977,33.4134043,24,1,
580,,-111.9305974,33.4133413,24,1,
581,,-111.930597,33.4132783,24,1,
582,,-111.9305967,33.4132153,24,1,
583,,-111.9305964,33.4131523,24,1,
584,,-111.930596,33.4130893,24,1,
585,,-111.9305957,33.4130263,24,1,
586,,-111.9305954,33.4129632,24,1,
587,,-111.9305951,33.4129002,24,1,
588,,-111.9305947,33.4128372,24,1,
589,,-111.9305944,33.4127742,24,1,
590,,-111.9305941,33.4127112,24,1,
591,,-111.9305937,33.4126482,24,1,
592,,-111.9305934,33.4125852,24,1,
593,,-111.9305931,33.4125222,24,1,
594,,-111.9305928,33.4124591,24,1,
595,,-111.9305924,33.4123961,24,1,
596,,-111.9305921,33.4123331,24,1,
597,,-111.9305918,33.4122701,24,1,
598,,-111.9305914,33.4122071,24,1,
599,,-111.9305911,33.4121441,24,1,
600,,-111.9305908,33.4120811,24,1,
601,,-111.9305905,33.4120181,24,1,
602,,-111.9305901,33.4119551,24,1,
603,,-111.9305898,33.411892,24,1,
604,,-111.9305895,33.411829,24,1,
605,,-111.9305891,33.411766,24,1,
606,,-111.9305888,33.411703,24,1,
607,,-111.9305885,33.41164,24,1,
608,,-111.9305882,33.411577,24,1,
609,,-111.9305129,33.4115906,25,1,
610,,-111.9305133,33.4116533,25,1,
611,,-111.9305136,33.411716,25,1,
612,,-111.9305139,33.4117788,25,1,
613,,-111.9305142,33.4118415,25,1,
614,,-111.9305146,33.4119042,25,1,
615,,-111.9305149,33.4119669,25,1,
616,,-111.9305152,33.4120296,25,1,
617,,-111.9305156,33.4120924,25,1,
618,,-111.9305159,33.4121551,25,1,
619,,-111.9305162,33.4122178,25,1,
620,,-111.9305165,33.4122805,25,1,
621,,-111.9305169,33.4123432,25,1,
622,,-111.9305172,33.412406,25,1,
623,,-111.9305175,33.4124687,25,1,
624,,-111.9305178,33.4125314,25,1,
625,,-111.9305182,33.4125941,25,1,
626,,-111.9305185,33.4126568,25,1,
627,,-111.9305188,33.4127196,25,1,
628,,-111.9305192,33.4127823,25,1,
629,,-111.9305195,33.412845,25,1,
630,,-111.9305198,33.4129077,25,1,
631,,-111.9305201,33.4129705,25,1,
632,,-111.9305205,33.4130332,25,1,
633,,-111.9305208,33.4130959,25,1,
634,,-111.9305211,33.4131586,25,1,
635,,-111.9305214,33.4132213,25,1,
636,,-111.9305218,33.4132841,25,1,
637,,-111.9305221,33.4133468,25,1,
638,,-111.9305224,33.4134095,25,1,
639,,-111.9305227,33.4134722,25,1,
640,,-111.930526,33.4135348,25,1,
641,,-111.9305351,33.413597,25,1,
642,,-111.9305468,33.4136589,25,1,
643,,-111.9305638,33.41372,25,1,
644,,-111.9305809,33.413781,25,1,
645,,-111.9305959,33.4138425,25,1,
646,,-111.930609,33.4139042,25,1,
647,,-111.9306188,33.4139664,25,1,
648,,-111.9306236,33.414029,25,1,
649,,-111.9306277,33.4140916,25,1,
650,,-111.9306279,33.4141543,25,1,
651,,-111.9306279,33.414217,25,1,
652,,-111.9306279,33.4142798,25,1,
653,,-111.9306279,33.4143425,25,1,
654,,-111.9306279,33.4144052,25,1,
655,,-111.9306279,33.4144679,25,1,
656,,-111.9306279,33.4145306,25,1,
657,,-111.9306279,33.4145934,25,1,
658,,-111.9254108,33.4193012,26,1,
659,,-111.9253544,33.4192602,26,1,
660,,-111.9252977,33.4192195,26,1,
661,,-111.9252405,33.4191793,26,1,
662,,-111.9251833,33.4191391,26,1,
663,,-111.9251292,33.419096,26,1,
664,,-111.9250782,33.4190503,26,1,
665,,-111.9250271,33.4190046,26,1,
666,,-111.9249761,33.418959,26,1,
667,,-111.924925,33.4189133,26,1,
668,,-111.924874,33.4188676,26,1,
669,,-111.9248229,33.418822,26,1,
670,,-111.9247719,33.4187763,26,1,
671,,-111.9247208,33.4187307,26,1,
672,,-111.9246698,33.418685,26,1,
673,,-111.9246188,33.4186393,26,1,
674,,-111.9245677,33.4185937,26,1,
675,,-111.9245167,33.418548,26,1,
676,,-111.9244656,33.4185023,26,1,
677,,-111.9244146,33.4184567,26,1,
678,,-111.9243635,33.418411,26,1,
679,,-111.9243122,33.4183656,26,1,
680,,-111.9242608,33.4183202,26,1,
681,,-111.9242094,33.4182748,26,1,
682,,-111.924158,33.4182294,26,1,
683,,-111.9241066,33.418184,26,1,
684,,-111.9240553,33.4181386,26,1,
685,,-111.9240039,33.4180932,26,1,
686,,-111.9239525,33.4180478,26,1,
687,,-111.9239011,33.4180024,26,1,
688,,-111.9238498,33.4179569,26,1,
689,,-111.9237985,33.4179115,26,1,
690,,-111.9237472,33.417866,26,1,
691,,-111.9236959,33.4178206,26,1,
692,,-111.9236446,33.4177751,26,1,
693,,-111.9235933,33.4177297,26,1,
694,,-111.923542,33.4176842,26,1,
695,,-111.9234907,33.4176387,26,1,
696,,-111.9234393,33.4175933,26,1,
697,,-111.923388,33.4175478,26,1,
698,,-111.9233367,33.4175024,26,1,
699,,-111.9232854,33.4174569,26,1,
700,,-111.9232344,33.4174112,26,1,
701,,-111.9231834,33.4173655,26,1,
702,,-111.9231325,33.4173198,26,1,
703,,-111.9230815,33.4172741,26,1,
704,,-111.9230305,33.4172283,26,1,
705,,-111.9229796,33.4171826,26,1,
706,,-111.9229287,33.4171368,26,1,
707,,-111.9228778,33.417091,26,1,
708,,-111.9228269,33.4170453,26,1,
709,,-111.9227763,33.4169993,26,1,
710,,-111.9227263,33.4169527,26,1,
711,,-111.9226764,33.4169062,26,1,
712,,-111.9226265,33.4168597,26,1,
713,,-111.9225766,33.4168131,26,1,
714,,-111.9300983,33.423015,27,1,
715,,-111.9300301,33.4229897,27,1,
716,,-111.9299635,33.4229616,27,1,
717,,-111.9298981,33.4229314,27,1,
718,,-111.9298337,33.4228999,27,1,
719,,-111.9297699,33.4228674,27,1,
720,,-111.929707,33.4228338,27,1,
721,,-111.9296444,33.4227998,27,1,
722,,-111.9295824,33.422765,27,1,
723,,-111.9295405,33.4228175,28,1,
724,,-111.9296042,33.4228532,28,1,
725,,-111.9296684,33.4228881,28,1,
726,,-111.929733,33.4229225,28,1,
727,,-111.9297984,33.4229558,28,1,
728,,-111.9298646,33.4229881,28,1,
729,,-111.9299317,33.4230189,28,1,
730,,-111.9300001,33.4230476,28,1,
731,,-111.9300701,33.4230735,28,1,
732,,-111.9348664,33.4253765,29,1,
733,,-111.9348013,33.4253462,29,1,
734,,-111.934736,33.4253162,29,1,
735,,-111.93467,33.4252873,29,1,
736,,-111.9346033,33.4252595,29,1,
737,,-111.934536,33.425233,29,1,
738,,-111.9344677,33.4252081,29,1,
739,,-111.9343991,33.4251838,29,1,
740,,-111.9343303,33.42516,29,1,
741,,-111.9342615,33.4251362,29,1,
742,,-111.9341927,33.4251124,29,1,
743,,-111.9341239,33.4250886,29,1,
744,,-111.934055,33.4250648,29,1,
745,,-111.9339862,33.425041,29,1,
746,,-111.9339174,33.4250172,29,1,
747,,-111.9338486,33.4249933,29,1,
748,,-111.9336891,33.4249389,30,1,
749,,-111.9336193,33.4249146,30,1,
750,,-111.9335496,33.4248899,30,1,
751,,-111.9334799,33.4248652,30,1,
752,,-111.9334105,33.42484,30,1,
753,,-111.9333417,33.4248136,30,1,
754,,-111.9332734,33.4247864,30,1,
755,,-111.9332065,33.4247567,30,1,
756,,-111.9331401,33.4247263,30,1,
757,,-111.933075,33.424694,30,1,
758,,-111.9330107,33.4246606,30,1,
759,,-111.9329468,33.4246266,30,1,
760,,-111.932885,33.4245901,30,1,
761,,-111.9328238,33.4245528,30,1,
762,,-111.932764,33.424514,30,1,
763,,-111.9327047,33.4244746,30,1,
764,,-111.9326471,33.4244335,30,1,
765,,-111.9325901,33.4243918,30,1,
766,,-111.9325344,33.4243488,30,1,
767,,-111.9324795,33.4243052,30,1,
768,,-111.9324254,33.4242609,30,1,
769,,-111.9323715,33.4242163,30,1,
770,,-111.9323177,33.4241718,30,1,
771,,-111.9322637,33.4241273,30,1,
772,,-111.9322098,33.4240828,30,1,
773,,-111.9321559,33.4240383,30,1,
774,,-111.9321019,33.4239938,30,1,
775,,-111.9320481,33.4239492,30,1,
776,,-111.9319943,33.4239046,30,1,
777,,-111.9319405,33.4238601,30,1,
778,,-111.9318867,33.4238155,30,1,
779,,-111.9318328,33.4237709,30,1,
780,,-111.931779,33.4237263,30,1,
781,,-111.9317252,33.4236817,30,1,
782,,-111.9316714,33.4236371,30,1,
783,,-111.9316175,33.4235926,30,1,
784,,-111.9315623,33.4235492,30,1,
785,,-111.9315059,33.4235069,30,1,
