link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_node_id,macro_link_id,meso_link_id,cell_type,additional_cost,lane_no,mvmt_txt_id,ctrl_type,allowed_uses
2242,1800,1808,1,7.6,1,,56,primary,3,"LINESTRING (-111.9322188 33.4147716, -111.9322919 33.4148023)",,65,64,2,0,2,,auto
2243,1801,1809,1,7.6,1,,56,primary,3,"LINESTRING (-111.9322914 33.4147707, -111.9323645 33.4148014)",,65,64,2,0,2,,auto
2244,1802,1810,1,7.6,1,,56,primary,3,"LINESTRING (-111.9323640 33.4147698, -111.9324372 33.4148005)",,65,64,2,0,2,,auto
2245,1803,1811,1,7.6,1,,56,primary,3,"LINESTRING (-111.9324366 33.4147689, -111.9325098 33.4147996)",,65,64,2,0,2,,auto
2246,1804,1812,1,7.6,1,,56,primary,3,"LINESTRING (-111.9325092 33.4147680, -111.9325824 33.4147987)",,65,64,2,0,2,,auto
2247,1805,1813,1,7.6,1,,56,primary,3,"LINESTRING (-111.9325818 33.4147671, -111.9326550 33.4147978)",,65,64,2,0,2,,auto
2248,1800,1794,1,7.6,1,,56,primary,3,"LINESTRING (-111.9322188 33.4147716, -111.9322908 33.4147391)",,65,64,2,0,2,,auto
2249,1801,1795,1,7.6,1,,56,primary,3,"LINESTRING (-111.9322914 33.4147707, -111.9323634 33.4147382)",,65,64,2,0,2,,auto
2250,1802,1796,1,7.6,1,,56,primary,3,"LINESTRING (-111.9323640 33.4147698, -111.9324361 33.4147373)",,65,64,2,0,2,,auto
2251,1803,1797,1,7.6,1,,56,primary,3,"LINESTRING (-111.9324366 33.4147689, -111.9325087 33.4147365)",,65,64,2,0,2,,auto
2252,1804,1798,1,7.6,1,,56,primary,3,"LINESTRING (-111.9325092 33.4147680, -111.9325813 33.4147356)",,65,64,2,0,2,,auto
2253,1805,1799,1,7.6,1,,56,primary,3,"LINESTRING (-111.9325818 33.4147671, -111.9326539 33.4147347)",,65,64,2,0,2,,auto
2254,1765,1808,1,6.75,1,,56,primary,3,"LINESTRING (-111.9322193 33.4148032, -111.9322919 33.4148023)",,65,64,1,0,2,,auto
2255,1808,1809,1,6.75,1,,56,primary,3,"LINESTRING (-111.9322919 33.4148023, -111.9323645 33.4148014)",,65,64,1,0,3,,auto
2256,1809,1810,1,6.75,1,,56,primary,3,"LINESTRING (-111.9323645 33.4148014, -111.9324372 33.4148005)",,65,64,1,0,3,,auto
2257,1810,1811,1,6.75,1,,56,primary,3,"LINESTRING (-111.9324372 33.4148005, -111.9325098 33.4147996)",,65,64,1,0,3,,auto
2258,1811,1812,1,6.75,1,,56,primary,3,"LINESTRING (-111.9325098 33.4147996, -111.9325824 33.4147987)",,65,64,1,0,3,,auto
2259,1812,1813,1,6.75,1,,56,primary,3,"LINESTRING (-111.9325824 33.4147987, -111.9326550 33.4147978)",,65,64,1,0,3,,auto
2260,1765,1801,1,7.6,1,,56,primary,3,"LINESTRING (-111.9322193 33.4148032, -111.9322914 33.4147707)",,65,64,2,0,2,,auto
2261,1808,1802,1,7.6,1,,56,primary,3,"LINESTRING (-111.9322919 33.4148023, -111.9323640 33.4147698)",,65,64,2,0,3,,auto
2262,1809,1803,1,7.6,1,,56,primary,3,"LINESTRING (-111.9323645 33.4148014, -111.9324366 33.4147689)",,65,64,2,0,3,,auto
2263,1810,1804,1,7.6,1,,56,primary,3,"LINESTRING (-111.9324372 33.4148005, -111.9325092 33.4147680)",,65,64,2,0,3,,auto
2264,1811,1805,1,7.6,1,,56,primary,3,"LINESTRING (-111.9325098 33.4147996, -111.9325818 33.4147671)",,65,64,2,0,3,,auto
2265,1812,1806,1,7.6,1,,56,primary,3,"LINESTRING (-111.9325824 33.4147987, -111.9326544 33.4147662)",,65,64,2,0,3,,auto
2266,1814,1815,1,7.1,1,,56,primary,3,"LINESTRING (-111.9326652 33.4146630, -111.9325889 33.4146639)",,66,65,1,0,1,,auto
2267,1815,1816,1,7.1,1,,56,primary,3,"LINESTRING (-111.9325889 33.4146639, -111.9325126 33.4146647)",,66,65,1,0,1,,auto
2268,1816,1817,1,7.1,1,,56,primary,3,"LINESTRING (-111.9325126 33.4146647, -111.9324363 33.4146656)",,66,65,1,0,1,,auto
2269,1817,1818,1,7.09,1,,56,primary,3,"LINESTRING (-111.9324363 33.4146656, -111.9323600 33.4146664)",,66,65,1,0,1,,auto
2270,1818,1819,1,7.1,1,,56,primary,3,"LINESTRING (-111.9323600 33.4146664, -111.9322837 33.4146673)",,66,65,1,0,1,,auto
2271,1819,1820,1,7.1,1,,56,primary,3,"LINESTRING (-111.9322837 33.4146673, -111.9322074 33.4146681)",,66,65,1,0,1,,auto
2272,1820,1821,1,7.1,1,,56,primary,3,"LINESTRING (-111.9322074 33.4146681, -111.9321311 33.4146690)",,66,65,1,0,1,,auto
2273,1821,1822,1,7.1,1,,56,primary,3,"LINESTRING (-111.9321311 33.4146690, -111.9320548 33.4146698)",,66,65,1,0,1,,auto
2274,1822,1823,1,7.1,1,,56,primary,3,"LINESTRING (-111.9320548 33.4146698, -111.9319785 33.4146706)",,66,65,1,0,1,,auto
2275,1823,1824,1,7.1,1,,56,primary,3,"LINESTRING (-111.9319785 33.4146706, -111.9319022 33.4146715)",,66,65,1,0,1,,auto
2276,1824,1825,1,7.1,1,,56,primary,3,"LINESTRING (-111.9319022 33.4146715, -111.9318259 33.4146723)",,66,65,1,0,1,,auto
2277,1825,1826,1,7.1,1,,56,primary,3,"LINESTRING (-111.9318259 33.4146723, -111.9317496 33.4146732)",,66,65,1,0,1,,auto
2278,1826,1827,1,7.09,1,,56,primary,3,"LINESTRING (-111.9317496 33.4146732, -111.9316733 33.4146740)",,66,65,1,0,1,,auto
2279,1827,1828,1,7.1,1,,56,primary,3,"LINESTRING (-111.9316733 33.4146740, -111.9315970 33.4146749)",,66,65,1,0,1,,auto
2280,1828,1829,1,7.1,1,,56,primary,3,"LINESTRING (-111.9315970 33.4146749, -111.9315207 33.4146757)",,66,65,1,0,1,,auto
2281,1829,1830,1,7.1,1,,56,primary,3,"LINESTRING (-111.9315207 33.4146757, -111.9314443 33.4146766)",,66,65,1,0,1,,auto
2282,1814,1832,1,7.91,1,,56,primary,3,"LINESTRING (-111.9326652 33.4146630, -111.9325884 33.4146323)",,66,65,2,0,1,,auto
2283,1815,1833,1,7.91,1,,56,primary,3,"LINESTRING (-111.9325889 33.4146639, -111.9325121 33.4146332)",,66,65,2,0,1,,auto
2284,1816,1834,1,7.91,1,,56,primary,3,"LINESTRING (-111.9325126 33.4146647, -111.9324358 33.4146340)",,66,65,2,0,1,,auto
2285,1817,1835,1,7.91,1,,56,primary,3,"LINESTRING (-111.9324363 33.4146656, -111.9323595 33.4146349)",,66,65,2,0,1,,auto
2286,1818,1836,1,7.91,1,,56,primary,3,"LINESTRING (-111.9323600 33.4146664, -111.9322832 33.4146357)",,66,65,2,0,1,,auto
2287,1819,1837,1,7.91,1,,56,primary,3,"LINESTRING (-111.9322837 33.4146673, -111.9322069 33.4146365)",,66,65,2,0,1,,auto
2288,1820,1838,1,7.91,1,,56,primary,3,"LINESTRING (-111.9322074 33.4146681, -111.9321306 33.4146374)",,66,65,2,0,1,,auto
2289,1821,1839,1,7.91,1,,56,primary,3,"LINESTRING (-111.9321311 33.4146690, -111.9320543 33.4146382)",,66,65,2,0,1,,auto
2290,1822,1840,1,7.91,1,,56,primary,3,"LINESTRING (-111.9320548 33.4146698, -111.9319780 33.4146391)",,66,65,2,0,1,,auto
2291,1823,1841,1,7.91,1,,56,primary,3,"LINESTRING (-111.9319785 33.4146706, -111.9319017 33.4146399)",,66,65,2,0,1,,auto
2292,1824,1842,1,7.91,1,,56,primary,3,"LINESTRING (-111.9319022 33.4146715, -111.9318254 33.4146408)",,66,65,2,0,1,,auto
2293,1825,1843,1,7.91,1,,56,primary,3,"LINESTRING (-111.9318259 33.4146723, -111.9317491 33.4146416)",,66,65,2,0,1,,auto
2294,1826,1844,1,7.91,1,,56,primary,3,"LINESTRING (-111.9317496 33.4146732, -111.9316728 33.4146425)",,66,65,2,0,1,,auto
2295,1827,1845,1,7.91,1,,56,primary,3,"LINESTRING (-111.9316733 33.4146740, -111.9315965 33.4146433)",,66,65,2,0,1,,auto
2296,1828,1846,1,7.91,1,,56,primary,3,"LINESTRING (-111.9315970 33.4146749, -111.9315202 33.4146442)",,66,65,2,0,1,,auto
2297,1829,1847,1,7.91,1,,56,primary,3,"LINESTRING (-111.9315207 33.4146757, -111.9314438 33.4146450)",,66,65,2,0,1,,auto
2298,1831,1832,1,7.1,1,,56,primary,3,"LINESTRING (-111.9326647 33.4146315, -111.9325884 33.4146323)",,66,65,1,0,2,,auto
2299,1832,1833,1,7.1,1,,56,primary,3,"LINESTRING (-111.9325884 33.4146323, -111.9325121 33.4146332)",,66,65,1,0,2,,auto
2300,1833,1834,1,7.1,1,,56,primary,3,"LINESTRING (-111.9325121 33.4146332, -111.9324358 33.4146340)",,66,65,1,0,2,,auto
2301,1834,1835,1,7.09,1,,56,primary,3,"LINESTRING (-111.9324358 33.4146340, -111.9323595 33.4146349)",,66,65,1,0,2,,auto
2302,1835,1836,1,7.1,1,,56,primary,3,"LINESTRING (-111.9323595 33.4146349, -111.9322832 33.4146357)",,66,65,1,0,2,,auto
2303,1836,1837,1,7.1,1,,56,primary,3,"LINESTRING (-111.9322832 33.4146357, -111.9322069 33.4146365)",,66,65,1,0,2,,auto
2304,1837,1838,1,7.1,1,,56,primary,3,"LINESTRING (-111.9322069 33.4146365, -111.9321306 33.4146374)",,66,65,1,0,2,,auto
2305,1838,1839,1,7.1,1,,56,primary,3,"LINESTRING (-111.9321306 33.4146374, -111.9320543 33.4146382)",,66,65,1,0,2,,auto
2306,1839,1840,1,7.1,1,,56,primary,3,"LINESTRING (-111.9320543 33.4146382, -111.9319780 33.4146391)",,66,65,1,0,2,,auto
2307,1840,1841,1,7.1,1,,56,primary,3,"LINESTRING (-111.9319780 33.4146391, -111.9319017 33.4146399)",,66,65,1,0,2,,auto
2308,1841,1842,1,7.1,1,,56,primary,3,"LINESTRING (-111.9319017 33.4146399, -111.9318254 33.4146408)",,66,65,1,0,2,,auto
2309,1842,1843,1,7.1,1,,56,primary,3,"LINESTRING (-111.9318254 33.4146408, -111.9317491 33.4146416)",,66,65,1,0,2,,auto
2310,1843,1844,1,7.09,1,,56,primary,3,"LINESTRING (-111.9317491 33.4146416, -111.9316728 33.4146425)",,66,65,1,0,2,,auto
2311,1844,1845,1,7.1,1,,56,primary,3,"LINESTRING (-111.9316728 33.4146425, -111.9315965 33.4146433)",,66,65,1,0,2,,auto
2312,1845,1846,1,7.1,1,,56,primary,3,"LINESTRING (-111.9315965 33.4146433, -111.9315202 33.4146442)",,66,65,1,0,2,,auto
2313,1846,1847,1,7.1,1,,56,primary,3,"LINESTRING (-111.9315202 33.4146442, -111.9314438 33.4146450)",,66,65,1,0,2,,auto
2314,1831,1815,1,7.91,1,,56,primary,3,"LINESTRING (-111.9326647 33.4146315, -111.9325889 33.4146639)",,66,65,2,0,2,,auto
2315,1832,1816,1,7.91,1,,56,primary,3,"LINESTRING (-111.9325884 33.4146323, -111.9325126 33.4146647)",,66,65,2,0,2,,auto
2316,1833,1817,1,7.91,1,,56,primary,3,"LINESTRING (-111.9325121 33.4146332, -111.9324363 33.4146656)",,66,65,2,0,2,,auto
2317,1834,1818,1,7.91,1,,56,primary,3,"LINESTRING (-111.9324358 33.4146340, -111.9323600 33.4146664)",,66,65,2,0,2,,auto
2318,1835,1819,1,7.91,1,,56,primary,3,"LINESTRING (-111.9323595 33.4146349, -111.9322837 33.4146673)",,66,65,2,0,2,,auto
2319,1836,1820,1,7.91,1,,56,primary,3,"LINESTRING (-111.9322832 33.4146357, -111.9322074 33.4146681)",,66,65,2,0,2,,auto
2320,1837,1821,1,7.91,1,,56,primary,3,"LINESTRING (-111.9322069 33.4146365, -111.9321311 33.4146690)",,66,65,2,0,2,,auto
2321,1838,1822,1,7.91,1,,56,primary,3,"LINESTRING (-111.9321306 33.4146374, -111.9320548 33.4146698)",,66,65,2,0,2,,auto
2322,1839,1823,1,7.91,1,,56,primary,3,"LINESTRING (-111.9320543 33.4146382, -111.9319785 33.4146706)",,66,65,2,0,2,,auto
2323,1840,1824,1,7.91,1,,56,primary,3,"LINESTRING (-111.9319780 33.4146391, -111.9319022 33.4146715)",,66,65,2,0,2,,auto
2324,1841,1825,1,7.91,1,,56,primary,3,"LINESTRING (-111.9319017 33.4146399, -111.9318259 33.4146723)",,66,65,2,0,2,,auto
2325,1842,1826,1,7.91,1,,56,primary,3,"LINESTRING (-111.9318254 33.4146408, -111.9317496 33.4146732)",,66,65,2,0,2,,auto
2326,1843,1827,1,7.91,1,,56,primary,3,"LINESTRING (-111.9317491 33.4146416, -111.9316733 33.4146740)",,66,65,2,0,2,,auto
2327,1844,1828,1,7.91,1,,56,primary,3,"LINESTRING (-111.9316728 33.4146425, -111.9315970 33.4146749)",,66,65,2,0,2,,auto
2328,1845,1829,1,7.91,1,,56,primary,3,"LINESTRING (-111.9315965 33.4146433, -111.9315207 33.4146757)",,66,65,2,0,2,,auto
2329,1846,1830,1,7.91,1,,56,primary,3,"LINESTRING (-111.9315202 33.4146442, -111.9314443 33.4146766)",,66,65,2,0,2,,auto
2330,2847,1849,1,6.95,1,,56,primary,3,"LINESTRING (-111.9291443 33.4146832, -111.9290697 33.4146846)",,67,66,1,0,1,,auto
2331,1849,1850,1,6.95,1,,56,primary,3,"LINESTRING (-111.9290697 33.4146846, -111.9289950 33.4146860)",,67,66,1,0,1,,auto
2332,1850,1851,1,6.95,1,,56,primary,3,"LINESTRING (-111.9289950 33.4146860, -111.9289203 33.4146874)",,67,66,1,0,1,,auto
2333,1851,1852,1,6.95,1,,56,primary,3,"LINESTRING (-111.9289203 33.4146874, -111.9288456 33.4146888)",,67,66,1,0,1,,auto
2334,1852,1853,1,6.95,1,,56,primary,3,"LINESTRING (-111.9288456 33.4146888, -111.9287709 33.4146902)",,67,66,1,0,1,,auto
2335,1853,1854,1,6.95,1,,56,primary,3,"LINESTRING (-111.9287709 33.4146902, -111.9286963 33.4146916)",,67,66,1,0,1,,auto
2336,1854,1855,1,6.95,1,,56,primary,3,"LINESTRING (-111.9286963 33.4146916, -111.9286216 33.4146929)",,67,66,1,0,1,,auto
2337,1855,1856,1,6.95,1,,56,primary,3,"LINESTRING (-111.9286216 33.4146929, -111.9285469 33.4146942)",,67,66,1,0,1,,auto
2338,1856,1857,1,6.95,1,,56,primary,3,"LINESTRING (-111.9285469 33.4146942, -111.9284722 33.4146947)",,67,66,1,0,1,,auto
2339,1857,1858,1,6.95,1,,56,primary,3,"LINESTRING (-111.9284722 33.4146947, -111.9283975 33.4146953)",,67,66,1,0,1,,auto
2340,1858,1859,1,6.95,1,,56,primary,3,"LINESTRING (-111.9283975 33.4146953, -111.9283228 33.4146958)",,67,66,1,0,1,,auto
2341,1859,1860,1,6.95,1,,56,primary,3,"LINESTRING (-111.9283228 33.4146958, -111.9282481 33.4146963)",,67,66,1,0,1,,auto
2342,1860,1861,1,6.95,1,,56,primary,3,"LINESTRING (-111.9282481 33.4146963, -111.9281734 33.4146969)",,67,66,1,0,1,,auto
2343,1861,1862,1,6.95,1,,56,primary,3,"LINESTRING (-111.9281734 33.4146969, -111.9280987 33.4146974)",,67,66,1,0,1,,auto
2344,1862,1863,1,6.95,1,,56,primary,3,"LINESTRING (-111.9280987 33.4146974, -111.9280240 33.4146980)",,67,66,1,0,1,,auto
2345,1863,1864,1,6.95,1,,56,primary,3,"LINESTRING (-111.9280240 33.4146980, -111.9279493 33.4146985)",,67,66,1,0,1,,auto
2346,1864,1865,1,6.95,1,,56,primary,3,"LINESTRING (-111.9279493 33.4146985, -111.9278746 33.4146990)",,67,66,1,0,1,,auto
2347,1865,1866,1,6.95,1,,56,primary,3,"LINESTRING (-111.9278746 33.4146990, -111.9277999 33.4146996)",,67,66,1,0,1,,auto
2348,1866,1867,1,6.95,1,,56,primary,3,"LINESTRING (-111.9277999 33.4146996, -111.9277253 33.4147001)",,67,66,1,0,1,,auto
2349,1867,1868,1,6.95,1,,56,primary,3,"LINESTRING (-111.9277253 33.4147001, -111.9276506 33.4147007)",,67,66,1,0,1,,auto
2350,1868,1869,1,6.95,1,,56,primary,3,"LINESTRING (-111.9276506 33.4147007, -111.9275759 33.4147012)",,67,66,1,0,1,,auto
2351,1869,1870,1,6.95,1,,56,primary,3,"LINESTRING (-111.9275759 33.4147012, -111.9275012 33.4147017)",,67,66,1,0,1,,auto
2352,2847,1872,1,7.78,1,,56,primary,3,"LINESTRING (-111.9291443 33.4146832, -111.9290688 33.4146530)",,67,66,2,0,1,,auto
2353,1849,1873,1,7.77,1,,56,primary,3,"LINESTRING (-111.9290697 33.4146846, -111.9289942 33.4146544)",,67,66,2,0,1,,auto
2354,1850,1874,1,7.77,1,,56,primary,3,"LINESTRING (-111.9289950 33.4146860, -111.9289195 33.4146558)",,67,66,2,0,1,,auto
2355,1851,1875,1,7.77,1,,56,primary,3,"LINESTRING (-111.9289203 33.4146874, -111.9288449 33.4146572)",,67,66,2,0,1,,auto
2356,1852,1876,1,7.77,1,,56,primary,3,"LINESTRING (-111.9288456 33.4146888, -111.9287702 33.4146586)",,67,66,2,0,1,,auto
2357,1853,1877,1,7.77,1,,56,primary,3,"LINESTRING (-111.9287709 33.4146902, -111.9286956 33.4146600)",,67,66,2,0,1,,auto
2358,1854,1878,1,7.76,1,,56,primary,3,"LINESTRING (-111.9286963 33.4146916, -111.9286209 33.4146614)",,67,66,2,0,1,,auto
2359,1855,1879,1,7.77,1,,56,primary,3,"LINESTRING (-111.9286216 33.4146929, -111.9285463 33.4146626)",,67,66,2,0,1,,auto
2360,1856,1880,1,7.8,1,,56,primary,3,"LINESTRING (-111.9285469 33.4146942, -111.9284716 33.4146632)",,67,66,2,0,1,,auto
2361,1857,1881,1,7.8,1,,56,primary,3,"LINESTRING (-111.9284722 33.4146947, -111.9283969 33.4146637)",,67,66,2,0,1,,auto
2362,1858,1882,1,7.8,1,,56,primary,3,"LINESTRING (-111.9283975 33.4146953, -111.9283222 33.4146642)",,67,66,2,0,1,,auto
2363,1859,1883,1,7.8,1,,56,primary,3,"LINESTRING (-111.9283228 33.4146958, -111.9282476 33.4146648)",,67,66,2,0,1,,auto
2364,1860,1884,1,7.79,1,,56,primary,3,"LINESTRING (-111.9282481 33.4146963, -111.9281729 33.4146653)",,67,66,2,0,1,,auto
2365,1861,1885,1,7.79,1,,56,primary,3,"LINESTRING (-111.9281734 33.4146969, -111.9280982 33.4146659)",,67,66,2,0,1,,auto
2366,1862,1886,1,7.79,1,,56,primary,3,"LINESTRING (-111.9280987 33.4146974, -111.9280235 33.4146664)",,67,66,2,0,1,,auto
2367,1863,1887,1,7.79,1,,56,primary,3,"LINESTRING (-111.9280240 33.4146980, -111.9279489 33.4146669)",,67,66,2,0,1,,auto
2368,1864,1888,1,7.79,1,,56,primary,3,"LINESTRING (-111.9279493 33.4146985, -111.9278742 33.4146675)",,67,66,2,0,1,,auto
2369,1865,1889,1,7.78,1,,56,primary,3,"LINESTRING (-111.9278746 33.4146990, -111.9277995 33.4146680)",,67,66,2,0,1,,auto
2370,1866,1890,1,7.78,1,,56,primary,3,"LINESTRING (-111.9277999 33.4146996, -111.9277249 33.4146686)",,67,66,2,0,1,,auto
2371,1867,1891,1,7.78,1,,56,primary,3,"LINESTRING (-111.9277253 33.4147001, -111.9276502 33.4146691)",,67,66,2,0,1,,auto
2372,1868,1892,1,7.78,1,,56,primary,3,"LINESTRING (-111.9276506 33.4147007, -111.9275755 33.4146696)",,67,66,2,0,1,,auto
2373,1869,1893,1,7.78,1,,56,primary,3,"LINESTRING (-111.9275759 33.4147012, -111.9275008 33.4146702)",,67,66,2,0,1,,auto
2374,2849,1872,1,6.94,1,,56,primary,3,"LINESTRING (-111.9291435 33.4146516, -111.9290688 33.4146530)",,67,66,1,0,2,,auto
2375,1872,1873,1,6.94,1,,56,primary,3,"LINESTRING (-111.9290688 33.4146530, -111.9289942 33.4146544)",,67,66,1,0,2,,auto
2376,1873,1874,1,6.94,1,,56,primary,3,"LINESTRING (-111.9289942 33.4146544, -111.9289195 33.4146558)",,67,66,1,0,2,,auto
2377,1874,1875,1,6.94,1,,56,primary,3,"LINESTRING (-111.9289195 33.4146558, -111.9288449 33.4146572)",,67,66,1,0,2,,auto
2378,1875,1876,1,6.94,1,,56,primary,3,"LINESTRING (-111.9288449 33.4146572, -111.9287702 33.4146586)",,67,66,1,0,2,,auto
2379,1876,1877,1,6.94,1,,56,primary,3,"LINESTRING (-111.9287702 33.4146586, -111.9286956 33.4146600)",,67,66,1,0,2,,auto
2380,1877,1878,1,6.94,1,,56,primary,3,"LINESTRING (-111.9286956 33.4146600, -111.9286209 33.4146614)",,67,66,1,0,2,,auto
2381,1878,1879,1,6.94,1,,56,primary,3,"LINESTRING (-111.9286209 33.4146614, -111.9285463 33.4146626)",,67,66,1,0,2,,auto
2382,1879,1880,1,6.94,1,,56,primary,3,"LINESTRING (-111.9285463 33.4146626, -111.9284716 33.4146632)",,67,66,1,0,2,,auto
2383,1880,1881,1,6.94,1,,56,primary,3,"LINESTRING (-111.9284716 33.4146632, -111.9283969 33.4146637)",,67,66,1,0,2,,auto
2384,1881,1882,1,6.94,1,,56,primary,3,"LINESTRING (-111.9283969 33.4146637, -111.9283222 33.4146642)",,67,66,1,0,2,,auto
2385,1882,1883,1,6.94,1,,56,primary,3,"LINESTRING (-111.9283222 33.4146642, -111.9282476 33.4146648)",,67,66,1,0,2,,auto
2386,1883,1884,1,6.94,1,,56,primary,3,"LINESTRING (-111.9282476 33.4146648, -111.9281729 33.4146653)",,67,66,1,0,2,,auto
2387,1884,1885,1,6.94,1,,56,primary,3,"LINESTRING (-111.9281729 33.4146653, -111.9280982 33.4146659)",,67,66,1,0,2,,auto
2388,1885,1886,1,6.94,1,,56,primary,3,"LINESTRING (-111.9280982 33.4146659, -111.9280235 33.4146664)",,67,66,1,0,2,,auto
2389,1886,1887,1,6.94,1,,56,primary,3,"LINESTRING (-111.9280235 33.4146664, -111.9279489 33.4146669)",,67,66,1,0,2,,auto
2390,1887,1888,1,6.94,1,,56,primary,3,"LINESTRING (-111.9279489 33.4146669, -111.9278742 33.4146675)",,67,66,1,0,2,,auto
2391,1888,1889,1,6.94,1,,56,primary,3,"LINESTRING (-111.9278742 33.4146675, -111.9277995 33.4146680)",,67,66,1,0,2,,auto
2392,1889,1890,1,6.94,1,,56,primary,3,"LINESTRING (-111.9277995 33.4146680, -111.9277249 33.4146686)",,67,66,1,0,2,,auto
2393,1890,1891,1,6.94,1,,56,primary,3,"LINESTRING (-111.9277249 33.4146686, -111.9276502 33.4146691)",,67,66,1,0,2,,auto
2394,1891,1892,1,6.94,1,,56,primary,3,"LINESTRING (-111.9276502 33.4146691, -111.9275755 33.4146696)",,67,66,1,0,2,,auto
2395,1892,1893,1,6.94,1,,56,primary,3,"LINESTRING (-111.9275755 33.4146696, -111.9275008 33.4146702)",,67,66,1,0,2,,auto
2396,2849,1849,1,7.78,1,,56,primary,3,"LINESTRING (-111.9291435 33.4146516, -111.9290697 33.4146846)",,67,66,2,0,2,,auto
2397,1872,1850,1,7.78,1,,56,primary,3,"LINESTRING (-111.9290688 33.4146530, -111.9289950 33.4146860)",,67,66,2,0,2,,auto
2398,1873,1851,1,7.78,1,,56,primary,3,"LINESTRING (-111.9289942 33.4146544, -111.9289203 33.4146874)",,67,66,2,0,2,,auto
2399,1874,1852,1,7.78,1,,56,primary,3,"LINESTRING (-111.9289195 33.4146558, -111.9288456 33.4146888)",,67,66,2,0,2,,auto
2400,1875,1853,1,7.78,1,,56,primary,3,"LINESTRING (-111.9288449 33.4146572, -111.9287709 33.4146902)",,67,66,2,0,2,,auto
2401,1876,1854,1,7.79,1,,56,primary,3,"LINESTRING (-111.9287702 33.4146586, -111.9286963 33.4146916)",,67,66,2,0,2,,auto
2402,1877,1855,1,7.79,1,,56,primary,3,"LINESTRING (-111.9286956 33.4146600, -111.9286216 33.4146929)",,67,66,2,0,2,,auto
2403,1878,1856,1,7.78,1,,56,primary,3,"LINESTRING (-111.9286209 33.4146614, -111.9285469 33.4146942)",,67,66,2,0,2,,auto
2404,1879,1857,1,7.75,1,,56,primary,3,"LINESTRING (-111.9285463 33.4146626, -111.9284722 33.4146947)",,67,66,2,0,2,,auto
2405,1880,1858,1,7.75,1,,56,primary,3,"LINESTRING (-111.9284716 33.4146632, -111.9283975 33.4146953)",,67,66,2,0,2,,auto
2406,1881,1859,1,7.75,1,,56,primary,3,"LINESTRING (-111.9283969 33.4146637, -111.9283228 33.4146958)",,67,66,2,0,2,,auto
2407,1882,1860,1,7.76,1,,56,primary,3,"LINESTRING (-111.9283222 33.4146642, -111.9282481 33.4146963)",,67,66,2,0,2,,auto
2408,1883,1861,1,7.76,1,,56,primary,3,"LINESTRING (-111.9282476 33.4146648, -111.9281734 33.4146969)",,67,66,2,0,2,,auto
2409,1884,1862,1,7.76,1,,56,primary,3,"LINESTRING (-111.9281729 33.4146653, -111.9280987 33.4146974)",,67,66,2,0,2,,auto
2410,1885,1863,1,7.76,1,,56,primary,3,"LINESTRING (-111.9280982 33.4146659, -111.9280240 33.4146980)",,67,66,2,0,2,,auto
2411,1886,1864,1,7.76,1,,56,primary,3,"LINESTRING (-111.9280235 33.4146664, -111.9279493 33.4146985)",,67,66,2,0,2,,auto
2412,1887,1865,1,7.77,1,,56,primary,3,"LINESTRING (-111.9279489 33.4146669, -111.9278746 33.4146990)",,67,66,2,0,2,,auto
2413,1888,1866,1,7.77,1,,56,primary,3,"LINESTRING (-111.9278742 33.4146675, -111.9277999 33.4146996)",,67,66,2,0,2,,auto
2414,1889,1867,1,7.77,1,,56,primary,3,"LINESTRING (-111.9277995 33.4146680, -111.9277253 33.4147001)",,67,66,2,0,2,,auto
2415,1890,1868,1,7.77,1,,56,primary,3,"LINESTRING (-111.9277249 33.4146686, -111.9276506 33.4147007)",,67,66,2,0,2,,auto
2416,1891,1869,1,7.77,1,,56,primary,3,"LINESTRING (-111.9276502 33.4146691, -111.9275759 33.4147012)",,67,66,2,0,2,,auto
2417,1892,1870,1,7.78,1,,56,primary,3,"LINESTRING (-111.9275755 33.4146696, -111.9275012 33.4147017)",,67,66,2,0,2,,auto
2418,1894,1895,1,3.03,1,,56,secondary,4,"LINESTRING (-111.9273004 33.4219840, -111.9272678 33.4219844)",,68,67,1,0,1,,auto
2419,1894,1897,1,4.63,1,,56,secondary,4,"LINESTRING (-111.9273004 33.4219840, -111.9272672 33.4219528)",,68,67,2,0,1,,auto
2420,1896,1897,1,3.03,1,,56,secondary,4,"LINESTRING (-111.9272998 33.4219524, -111.9272672 33.4219528)",,68,67,1,0,2,,auto
2421,1896,1899,1,4.63,1,,56,secondary,4,"LINESTRING (-111.9272998 33.4219524, -111.9272666 33.4219213)",,68,67,2,0,2,,auto
2422,1896,1895,1,4.63,1,,56,secondary,4,"LINESTRING (-111.9272998 33.4219524, -111.9272678 33.4219844)",,68,67,2,0,2,,auto
2423,1898,1899,1,3.03,1,,56,secondary,4,"LINESTRING (-111.9272992 33.4219208, -111.9272666 33.4219213)",,68,67,1,0,3,,auto
2424,1898,1901,1,4.63,1,,56,secondary,4,"LINESTRING (-111.9272992 33.4219208, -111.9272660 33.4218897)",,68,67,2,0,3,,auto
2425,1898,1897,1,4.63,1,,56,secondary,4,"LINESTRING (-111.9272992 33.4219208, -111.9272672 33.4219528)",,68,67,2,0,3,,auto
2426,1900,1901,1,3.03,1,,56,secondary,4,"LINESTRING (-111.9272986 33.4218893, -111.9272660 33.4218897)",,68,67,1,0,4,,auto
